subj,freq,ptype,dur,itemN,trial,rt,error,prevRT,prevERR,prevYES,itemERR,subjERR,ID
8,HF,rel,66ms,9,114,594.5,0,1596.7,no,no,12.5,5.2,cg
8,HF,rel,66ms,10,98,652.8,1,630.1,no,no,12.5,5.2,cg
8,HF,rel,66ms,11,92,509.1,0,448.6,no,yes,0,5.2,cg
8,HF,rel,66ms,12,137,705.4,0,1278,no,no,0,5.2,cg
8,LF,rel,66ms,25,174,570.6,0,535.6,no,yes,0,5.2,cg
8,LF,rel,66ms,26,160,788.4,0,771.5,no,no,0,5.2,cg
8,LF,rel,66ms,27,192,739.8,0,,yes,,50,5.2,cg
8,LF,rel,66ms,28,72,497.4,0,843.3,no,no,0,5.2,cg
8,LF,rel,66ms,29,63,612.7,0,671.4,no,yes,0,5.2,cg
8,LF,rel,66ms,30,20,1157.1,0,1028.9,no,yes,14.3,5.2,cg
8,LF,rel,66ms,31,46,1109.5,0,1140.3,no,yes,12.5,5.2,cg
8,LF,rel,66ms,32,40,931.9,0,871.3,no,yes,12.5,5.2,cg
8,LF,rel,66ms,33,121,843.6,0,711.8,no,yes,0,5.2,cg
8,LF,rel,66ms,34,100,550.9,0,1108.2,no,no,0,5.2,cg
8,LF,rel,66ms,35,106,1157.1,0,2850.2,no,no,0,5.2,cg
8,LF,rel,66ms,36,140,942.5,0,799,no,no,0,5.2,cg
8,HF,rel,33ms,13,171,640.2,0,673.5,no,yes,0,5.2,cg
8,HF,rel,33ms,14,180,519.1,0,514,no,yes,0,5.2,cg
8,HF,rel,33ms,15,195,601,0,900.3,no,no,0,5.2,cg
8,HF,rel,33ms,16,73,479.2,0,497.4,no,yes,0,5.2,cg
8,HF,rel,33ms,17,68,587.6,0,685.6,no,yes,0,5.2,cg
8,HF,rel,33ms,18,36,784.5,0,,yes,,0,5.2,cg
8,HF,rel,33ms,19,55,866.7,0,859.9,no,yes,0,5.2,cg
8,HF,rel,33ms,20,59,822.5,0,1223.5,no,no,0,5.2,cg
8,HF,rel,33ms,21,111,552.8,0,,yes,,0,5.2,cg
8,HF,rel,33ms,22,86,519.3,0,898.6,no,no,0,5.2,cg
8,HF,rel,33ms,23,88,590.8,0,739,no,yes,0,5.2,cg
8,HF,rel,33ms,24,141,577.5,0,942.5,no,yes,0,5.2,cg
8,LF,rel,33ms,37,168,757.5,0,762.4,no,yes,42.9,5.2,cg
8,LF,rel,33ms,38,179,514,0,608.4,no,yes,0,5.2,cg
8,LF,rel,33ms,39,181,580.3,0,519.1,no,yes,0,5.2,cg
8,LF,rel,33ms,40,75,581.4,0,,yes,,0,5.2,cg
8,LF,rel,33ms,41,61,1015.7,0,773.4,no,yes,0,5.2,cg
8,LF,rel,33ms,42,31,955,0,,yes,,25,5.2,cg
8,LF,rel,33ms,43,38,1073.8,0,808.8,no,yes,12.5,5.2,cg
8,LF,rel,33ms,44,50,2165.7,1,854.9,no,yes,62.5,5.2,cg
8,LF,rel,33ms,45,122,899.2,1,843.6,no,yes,37.5,5.2,cg
8,LF,rel,33ms,46,93,618.9,0,509.1,no,yes,0,5.2,cg
8,LF,rel,33ms,47,91,448.6,0,565.6,no,yes,0,5.2,cg
8,LF,rel,33ms,48,148,869.2,0,628.4,no,yes,0,5.2,cg
8,HF,unrel,66ms,49,161,596.7,0,788.4,no,yes,0,5.2,cg
8,HF,unrel,66ms,50,178,608.4,0,725.3,no,yes,0,5.2,cg
8,HF,unrel,66ms,51,186,530.5,0,,yes,,12.5,5.2,cg
8,HF,unrel,66ms,52,65,742.7,0,1150.2,no,no,0,5.2,cg
8,HF,unrel,66ms,53,78,715.1,0,3628.7,no,no,12.5,5.2,cg
8,HF,unrel,66ms,54,15,1157.1,0,1757.2,no,no,0,5.2,cg
8,HF,unrel,66ms,55,60,773.4,0,822.5,no,yes,0,5.2,cg
8,HF,unrel,66ms,56,37,808.8,0,784.5,no,yes,0,5.2,cg
8,HF,unrel,66ms,57,126,597,0,1248.1,no,no,25,5.2,cg
8,HF,unrel,66ms,58,89,495.7,0,590.8,no,yes,0,5.2,cg
8,HF,unrel,66ms,59,87,739,0,519.3,no,yes,0,5.2,cg
8,HF,unrel,66ms,60,147,628.4,0,846.3,no,yes,0,5.2,cg
8,LF,unrel,66ms,73,172,670.9,0,640.2,no,yes,0,5.2,cg
8,LF,unrel,66ms,74,167,762.4,0,710.6,no,yes,12.5,5.2,cg
8,LF,unrel,66ms,75,203,1329.5,1,735.1,no,no,50,5.2,cg
8,LF,unrel,66ms,76,81,854.7,0,673.5,no,yes,62.5,5.2,cg
8,LF,unrel,66ms,77,83,702.5,0,,yes,,0,5.2,cg
8,LF,unrel,66ms,78,17,1157.1,0,1478,no,no,12.5,5.2,cg
8,LF,unrel,66ms,79,53,871.2,0,,yes,,25,5.2,cg
8,LF,unrel,66ms,80,54,859.9,0,871.2,no,yes,0,5.2,cg
8,LF,unrel,66ms,81,124,767.1,0,1518.4,no,no,37.5,5.2,cg
8,LF,unrel,66ms,82,107,708.3,0,1314.3,no,yes,42.9,5.2,cg
8,LF,unrel,66ms,83,95,1052,0,,yes,,28.6,5.2,cg
8,LF,unrel,66ms,84,138,789.3,0,705.4,no,yes,25,5.2,cg
8,HF,unrel,33ms,61,177,725.3,0,503.4,no,yes,0,5.2,cg
8,HF,unrel,33ms,62,170,673.5,0,,yes,,12.5,5.2,cg
8,HF,unrel,33ms,63,197,617.4,0,858.5,no,no,12.5,5.2,cg
8,HF,unrel,33ms,64,67,685.6,0,545.1,no,yes,0,5.2,cg
8,HF,unrel,33ms,65,62,671.4,0,1015.7,no,yes,0,5.2,cg
8,HF,unrel,33ms,66,19,1028.9,0,1455.8,no,no,25,5.2,cg
8,HF,unrel,33ms,67,45,1140.3,0,730.5,no,yes,0,5.2,cg
8,HF,unrel,33ms,68,56,784.8,0,866.7,no,yes,0,5.2,cg
8,HF,unrel,33ms,69,120,711.8,0,1208,no,no,12.5,5.2,cg
8,HF,unrel,33ms,70,104,660.3,0,1956.7,no,no,0,5.2,cg
8,HF,unrel,33ms,71,94,795.8,1,618.9,no,yes,12.5,5.2,cg
8,HF,unrel,33ms,72,149,643.3,0,869.2,no,yes,0,5.2,cg
8,LF,unrel,33ms,85,165,782.3,0,822,no,no,50,5.2,cg
8,LF,unrel,33ms,86,173,535.6,0,670.9,no,yes,0,5.2,cg
8,LF,unrel,33ms,87,187,647.6,0,530.5,no,yes,12.5,5.2,cg
8,LF,unrel,33ms,88,80,673.5,0,934.2,no,no,0,5.2,cg
8,LF,unrel,33ms,89,84,827.8,0,702.5,no,yes,12.5,5.2,cg
8,LF,unrel,33ms,90,28,1115.5,0,3702.6,no,yes,25,5.2,cg
8,LF,unrel,33ms,91,47,1153.6,0,1109.5,no,yes,0,5.2,cg
8,LF,unrel,33ms,92,39,871.3,0,1073.8,no,yes,0,5.2,cg
8,LF,unrel,33ms,93,130,799.4,0,,yes,,0,5.2,cg
8,LF,unrel,33ms,94,102,761.6,0,1218.6,no,no,0,5.2,cg
8,LF,unrel,33ms,95,90,565.6,0,495.7,no,yes,12.5,5.2,cg
8,LF,unrel,33ms,96,146,846.3,0,,yes,,12.5,5.2,cg
11,HF,rel,66ms,13,94,416.5,0,468,no,yes,0,2.1,jw
11,HF,rel,66ms,14,89,397.9,0,514.2,no,yes,0,2.1,jw
11,HF,rel,66ms,15,83,488.3,0,507.9,no,no,25,2.1,jw
11,HF,rel,66ms,16,121,426.4,0,486,no,no,0,2.1,jw
11,HF,rel,66ms,17,111,435.7,0,594.9,no,no,12.5,2.1,jw
11,HF,rel,66ms,18,153,379.2,0,677.9,no,yes,0,2.1,jw
11,HF,rel,66ms,19,161,404.5,0,554.2,no,no,12.5,2.1,jw
11,HF,rel,66ms,20,178,337.3,0,492.8,no,no,0,2.1,jw
11,HF,rel,66ms,21,200,389.6,0,864.1,no,yes,0,2.1,jw
11,HF,rel,66ms,22,60,460.4,0,391.9,no,yes,0,2.1,jw
11,HF,rel,66ms,23,55,412.5,0,537.4,no,no,0,2.1,jw
11,HF,rel,66ms,24,22,478.1,0,473.6,no,no,25,2.1,jw
11,LF,rel,66ms,37,106,446.5,0,410.1,no,yes,0,2.1,jw
11,LF,rel,66ms,38,103,438.3,0,522.6,no,no,12.5,2.1,jw
11,LF,rel,66ms,39,66,392.8,0,583.9,no,no,0,2.1,jw
11,LF,rel,66ms,40,127,516.5,0,512,no,no,37.5,2.1,jw
11,LF,rel,66ms,41,131,432.4,0,444,no,yes,0,2.1,jw
11,LF,rel,66ms,42,134,396.3,0,578.7,no,no,12.5,2.1,jw
11,LF,rel,66ms,43,168,362.9,0,454.5,no,yes,0,2.1,jw
11,LF,rel,66ms,44,159,428.3,0,495.9,no,yes,25,2.1,jw
11,LF,rel,66ms,45,187,480,0,591.1,no,yes,0,2.1,jw
11,LF,rel,66ms,46,45,444.9,0,383.5,no,yes,0,2.1,jw
11,LF,rel,66ms,47,52,546,0,,yes,,0,2.1,jw
11,LF,rel,66ms,48,30,581.4,0,465,no,no,12.5,2.1,jw
11,HF,rel,33ms,1,97,400.7,0,532.2,no,no,12.5,2.1,jw
11,HF,rel,33ms,2,90,395.8,0,397.9,no,yes,0,2.1,jw
11,HF,rel,33ms,3,77,480.3,0,459.6,no,no,14.3,2.1,jw
11,HF,rel,33ms,4,112,393.6,0,435.7,no,yes,0,2.1,jw
11,HF,rel,33ms,5,117,442.8,0,668.1,no,no,25,2.1,jw
11,HF,rel,33ms,6,141,507.9,0,544.5,no,no,0,2.1,jw
11,HF,rel,33ms,7,173,390.8,0,499.3,no,no,0,2.1,jw
11,HF,rel,33ms,8,179,455.2,0,337.3,no,yes,12.5,2.1,jw
11,HF,rel,33ms,9,194,397.3,0,455.4,no,yes,0,2.1,jw
11,HF,rel,33ms,10,48,415.5,0,505.6,no,no,12.5,2.1,jw
11,HF,rel,33ms,11,50,426.5,0,517.4,no,no,0,2.1,jw
11,HF,rel,33ms,12,24,484.1,0,635.9,no,no,25,2.1,jw
11,LF,rel,33ms,25,88,514.2,0,468.4,no,yes,0,2.1,jw
11,LF,rel,33ms,26,98,422.6,0,400.7,no,yes,0,2.1,jw
11,LF,rel,33ms,27,64,706.6,0,435.1,no,yes,62.5,2.1,jw
11,LF,rel,33ms,28,122,432.3,0,426.4,no,yes,0,2.1,jw
11,LF,rel,33ms,29,114,459.9,0,470,no,yes,0,2.1,jw
11,LF,rel,33ms,30,136,494.6,0,496.8,no,no,0,2.1,jw
11,LF,rel,33ms,31,157,482,0,492.1,no,no,50,2.1,jw
11,LF,rel,33ms,32,158,495.9,0,482,no,yes,12.5,2.1,jw
11,LF,rel,33ms,33,181,481.6,0,691.6,no,no,0,2.1,jw
11,LF,rel,33ms,34,44,383.5,0,417.6,no,yes,0,2.1,jw
11,LF,rel,33ms,35,43,417.6,0,419.7,no,yes,0,2.1,jw
11,LF,rel,33ms,36,26,706.6,0,610,no,no,62.5,2.1,jw
11,HF,unrel,66ms,61,87,468.4,0,595.5,no,no,0,2.1,jw
11,HF,unrel,66ms,62,101,454.1,0,547.9,no,yes,0,2.1,jw
11,HF,unrel,66ms,63,78,444.8,0,480.3,no,yes,0,2.1,jw
11,HF,unrel,66ms,64,118,439.2,0,442.8,no,yes,0,2.1,jw
11,HF,unrel,66ms,65,113,470,0,393.6,no,yes,0,2.1,jw
11,HF,unrel,66ms,66,146,706.6,0,471.3,no,no,25,2.1,jw
11,HF,unrel,66ms,67,171,569.8,0,526,no,no,0,2.1,jw
11,HF,unrel,66ms,68,166,504.6,0,567,no,no,25,2.1,jw
11,HF,unrel,66ms,69,190,706.6,0,518.2,no,no,0,2.1,jw
11,HF,unrel,66ms,70,37,561.7,0,526,no,no,0,2.1,jw
11,HF,unrel,66ms,71,58,706.6,0,590.1,no,no,0,2.1,jw
11,HF,unrel,66ms,72,35,496.1,0,451.6,no,no,0,2.1,jw
11,LF,unrel,66ms,85,100,547.9,0,628.4,no,no,0,2.1,jw
11,LF,unrel,66ms,86,108,470.7,0,515,no,no,0,2.1,jw
11,LF,unrel,66ms,87,62,421.2,0,496.8,no,no,14.3,2.1,jw
11,LF,unrel,66ms,88,109,534.4,0,470.7,no,yes,0,2.1,jw
11,LF,unrel,66ms,89,129,462.1,0,441.7,no,yes,0,2.1,jw
11,LF,unrel,66ms,90,144,757.6,1,614.2,no,no,37.5,2.1,jw
11,LF,unrel,66ms,91,175,409.1,0,460.6,no,yes,12.5,2.1,jw
11,LF,unrel,66ms,92,163,430.8,0,490.4,no,no,0,2.1,jw
11,LF,unrel,66ms,93,186,591.1,0,490.7,no,no,0,2.1,jw
11,LF,unrel,66ms,94,38,547.9,0,561.7,no,yes,0,2.1,jw
11,LF,unrel,66ms,95,53,429,0,546,no,yes,0,2.1,jw
11,LF,unrel,66ms,96,31,542.3,0,581.4,no,yes,0,2.1,jw
11,HF,unrel,33ms,49,105,410.1,0,412.2,no,yes,0,2.1,jw
11,HF,unrel,33ms,50,92,422.1,0,496.3,no,no,14.3,2.1,jw
11,HF,unrel,33ms,51,63,435.1,0,421.2,no,yes,12.5,2.1,jw
11,HF,unrel,33ms,52,130,444,0,462.1,no,yes,0,2.1,jw
11,HF,unrel,33ms,53,123,390.2,0,432.3,no,yes,0,2.1,jw
11,HF,unrel,33ms,54,152,677.9,0,587.6,no,no,0,2.1,jw
11,HF,unrel,33ms,55,167,454.5,0,504.6,no,yes,0,2.1,jw
11,HF,unrel,33ms,56,176,447,0,409.1,no,yes,0,2.1,jw
11,HF,unrel,33ms,57,193,455.4,0,497.5,no,no,12.5,2.1,jw
11,HF,unrel,33ms,58,59,391.9,0,806.9,no,yes,25,2.1,jw
11,HF,unrel,33ms,59,42,419.7,0,602.1,no,yes,0,2.1,jw
11,HF,unrel,33ms,60,14,413.3,0,586.9,no,no,0,2.1,jw
11,LF,unrel,33ms,73,104,412.2,0,438.3,no,yes,12.5,2.1,jw
11,LF,unrel,33ms,74,93,468,0,422.1,no,yes,25,2.1,jw
11,LF,unrel,33ms,75,79,642.6,0,444.8,no,yes,75,2.1,jw
11,LF,unrel,33ms,76,132,534.3,0,432.4,no,yes,62.5,2.1,jw
11,LF,unrel,33ms,77,128,441.7,0,516.5,no,yes,0,2.1,jw
11,LF,unrel,33ms,78,150,561.4,0,467.4,no,no,0,2.1,jw
11,LF,unrel,33ms,79,164,548.7,0,430.8,no,yes,12.5,2.1,jw
11,LF,unrel,33ms,80,174,460.6,0,390.8,no,yes,0,2.1,jw
11,LF,unrel,33ms,81,199,706.6,0,882.7,no,no,28.6,2.1,jw
11,LF,unrel,33ms,82,41,602.1,0,583.8,no,no,50,2.1,jw
11,LF,unrel,33ms,83,51,576.4,1,426.5,no,yes,50,2.1,jw
11,LF,unrel,33ms,84,16,568.3,0,523.1,no,no,25,2.1,jw
12,HF,rel,66ms,13,61,521.3,0,709.5,no,no,0,4.2,te
12,HF,rel,66ms,14,63,447.3,0,590.5,no,no,0,4.2,te
12,HF,rel,66ms,15,31,549.9,0,731.5,no,no,25,4.2,te
12,HF,rel,66ms,16,175,346.9,0,390.5,no,yes,0,4.2,te
12,HF,rel,66ms,17,174,390.5,0,354,no,yes,12.5,4.2,te
12,HF,rel,66ms,18,151,577.1,0,584.2,no,yes,0,4.2,te
12,HF,rel,66ms,19,85,478.4,0,564.8,no,yes,12.5,4.2,te
12,HF,rel,66ms,20,89,499.9,0,587.1,no,yes,0,4.2,te
12,HF,rel,66ms,21,188,455.2,0,,yes,,0,4.2,te
12,HF,rel,66ms,22,52,821.2,0,578.5,no,yes,0,4.2,te
12,HF,rel,66ms,23,46,726.8,0,732.3,no,yes,0,4.2,te
12,HF,rel,66ms,24,114,578.7,0,660.7,no,no,25,4.2,te
12,LF,rel,66ms,37,80,694.2,0,606.1,no,yes,0,4.2,te
12,LF,rel,66ms,38,84,564.8,0,729.7,no,no,12.5,4.2,te
12,LF,rel,66ms,39,22,821.2,0,786.3,no,no,0,4.2,te
12,LF,rel,66ms,40,167,469.6,0,622.2,no,yes,37.5,4.2,te
12,LF,rel,66ms,41,177,373.2,0,,yes,,0,4.2,te
12,LF,rel,66ms,42,138,568.3,0,624.9,no,no,12.5,4.2,te
12,LF,rel,66ms,43,108,485.6,0,564,no,yes,0,4.2,te
12,LF,rel,66ms,44,103,450.9,0,577.4,no,no,25,4.2,te
12,LF,rel,66ms,45,197,484.5,0,578.9,no,no,0,4.2,te
12,LF,rel,66ms,46,55,657.2,0,759.5,no,no,0,4.2,te
12,LF,rel,66ms,47,44,620.9,0,613.5,no,yes,0,4.2,te
12,LF,rel,66ms,48,109,489,0,485.6,no,yes,12.5,4.2,te
12,HF,rel,33ms,1,69,611.1,0,751.9,no,no,12.5,4.2,te
12,HF,rel,33ms,2,73,485.7,0,578.7,no,no,0,4.2,te
12,HF,rel,33ms,3,15,705.3,0,900.6,no,no,14.3,4.2,te
12,HF,rel,33ms,4,173,354,0,349.2,no,yes,0,4.2,te
12,HF,rel,33ms,5,172,349.2,0,487.3,no,yes,25,4.2,te
12,HF,rel,33ms,6,150,584.2,0,597.9,no,no,0,4.2,te
12,HF,rel,33ms,7,98,475.7,0,618.8,no,yes,0,4.2,te
12,HF,rel,33ms,8,100,646.9,0,664.1,no,no,12.5,4.2,te
12,HF,rel,33ms,9,186,430.3,0,,yes,,0,4.2,te
12,HF,rel,33ms,10,43,613.5,0,695.5,no,yes,12.5,4.2,te
12,HF,rel,33ms,11,59,511.6,0,731.8,no,no,0,4.2,te
12,HF,rel,33ms,12,128,495.9,0,531.4,no,no,25,4.2,te
12,LF,rel,33ms,25,67,641.2,0,683.2,no,no,0,4.2,te
12,LF,rel,33ms,26,79,606.1,0,571.1,no,yes,0,4.2,te
12,LF,rel,33ms,27,27,821.2,0,813.5,no,no,62.5,4.2,te
12,LF,rel,33ms,28,171,487.3,0,631.1,no,yes,0,4.2,te
12,LF,rel,33ms,29,166,622.2,0,571.2,no,no,0,4.2,te
12,LF,rel,33ms,30,154,480,0,623.1,no,no,0,4.2,te
12,LF,rel,33ms,31,91,398.3,0,480.4,no,yes,50,4.2,te
12,LF,rel,33ms,32,87,568,0,740.2,no,no,12.5,4.2,te
12,LF,rel,33ms,33,203,606.6,0,621.7,no,no,0,4.2,te
12,LF,rel,33ms,34,37,623.8,0,622.9,no,no,0,4.2,te
12,LF,rel,33ms,35,40,808.4,0,899.7,no,no,0,4.2,te
12,LF,rel,33ms,36,115,797.7,0,578.7,no,yes,62.5,4.2,te
12,HF,unrel,66ms,61,78,571.1,0,711.3,no,no,0,4.2,te
12,HF,unrel,66ms,62,75,556.4,0,,yes,,0,4.2,te
12,HF,unrel,66ms,63,23,677.8,0,906.6,no,yes,0,4.2,te
12,HF,unrel,66ms,64,160,489.3,0,551,no,yes,0,4.2,te
12,HF,unrel,66ms,65,163,503.4,0,,yes,,0,4.2,te
12,HF,unrel,66ms,66,136,466.9,0,586.1,no,yes,25,4.2,te
12,HF,unrel,66ms,67,106,511.6,0,523.8,no,yes,0,4.2,te
12,HF,unrel,66ms,68,107,564,0,511.6,no,yes,25,4.2,te
12,HF,unrel,66ms,69,190,435.1,0,619.6,no,no,0,4.2,te
12,HF,unrel,66ms,70,50,560.1,0,808.6,no,no,0,4.2,te
12,HF,unrel,66ms,71,51,578.5,0,560.1,no,yes,0,4.2,te
12,HF,unrel,66ms,72,126,553.2,0,444.7,no,no,0,4.2,te
12,LF,unrel,66ms,85,65,509.4,0,605.2,no,yes,0,4.2,te
12,LF,unrel,66ms,86,82,708.4,0,604.3,no,yes,0,4.2,te
12,LF,unrel,66ms,87,13,821.2,0,634.6,no,yes,14.3,4.2,te
12,LF,unrel,66ms,88,170,631.1,0,615.7,no,no,0,4.2,te
12,LF,unrel,66ms,89,178,505.7,0,373.2,no,yes,0,4.2,te
12,LF,unrel,66ms,90,135,586.1,0,535.1,no,no,37.5,4.2,te
12,LF,unrel,66ms,91,105,523.8,0,536.9,no,yes,12.5,4.2,te
12,LF,unrel,66ms,92,90,480.4,0,499.9,no,yes,0,4.2,te
12,LF,unrel,66ms,93,184,632.3,0,775.3,no,yes,0,4.2,te
12,LF,unrel,66ms,94,42,695.5,0,833.3,no,yes,0,4.2,te
12,LF,unrel,66ms,95,48,591.8,0,,yes,,0,4.2,te
12,LF,unrel,66ms,96,116,509.2,0,797.7,no,yes,0,4.2,te
12,HF,unrel,33ms,49,64,605.2,0,447.3,no,yes,0,4.2,te
12,HF,unrel,33ms,50,70,484.6,0,611.1,no,yes,14.3,4.2,te
12,HF,unrel,33ms,51,35,646.7,0,781,no,no,12.5,4.2,te
12,HF,unrel,33ms,52,161,519.2,0,489.3,no,yes,0,4.2,te
12,HF,unrel,33ms,53,159,551,0,580.7,no,no,0,4.2,te
12,HF,unrel,33ms,54,155,581.8,0,480,no,yes,0,4.2,te
12,HF,unrel,33ms,55,88,587.1,0,568,no,yes,0,4.2,te
12,HF,unrel,33ms,56,104,536.9,0,450.9,no,yes,0,4.2,te
12,HF,unrel,33ms,57,198,466.4,0,484.5,no,yes,12.5,4.2,te
12,HF,unrel,33ms,58,56,608.6,0,657.2,no,yes,25,4.2,te
12,HF,unrel,33ms,59,41,821.2,0,808.4,no,yes,0,4.2,te
12,HF,unrel,33ms,60,117,419.1,0,509.2,no,yes,0,4.2,te
12,LF,unrel,33ms,73,81,604.3,0,694.2,no,yes,12.5,4.2,te
12,LF,unrel,33ms,74,74,595.6,1,485.7,no,yes,25,4.2,te
12,LF,unrel,33ms,75,17,884,1,1037.1,no,no,75,4.2,te
12,LF,unrel,33ms,76,157,536.3,1,606.7,no,no,62.5,4.2,te
12,LF,unrel,33ms,77,179,439.6,0,505.7,no,yes,0,4.2,te
12,LF,unrel,33ms,78,146,598.1,0,721.6,no,no,0,4.2,te
12,LF,unrel,33ms,79,97,618.8,0,692.8,no,no,12.5,4.2,te
12,LF,unrel,33ms,80,94,531.1,0,,yes,,0,4.2,te
12,LF,unrel,33ms,81,183,775.3,0,,yes,,28.6,4.2,te
12,LF,unrel,33ms,82,45,732.3,0,620.9,no,yes,50,4.2,te
12,LF,unrel,33ms,83,47,467.3,1,726.8,no,yes,50,4.2,te
12,LF,unrel,33ms,84,119,551.7,0,665,no,no,25,4.2,te
13,HF,rel,66ms,13,198,422,0,765.1,no,no,0,14.6,cd
13,HF,rel,66ms,14,204,410.2,0,,yes,,0,14.6,cd
13,HF,rel,66ms,15,128,425.7,1,461.3,no,no,25,14.6,cd
13,HF,rel,66ms,16,170,345.9,0,429.4,no,yes,0,14.6,cd
13,HF,rel,66ms,17,159,451,0,470.5,no,yes,12.5,14.6,cd
13,HF,rel,66ms,18,27,670,0,,yes,,0,14.6,cd
13,HF,rel,66ms,19,80,508.9,0,,yes,,12.5,14.6,cd
13,HF,rel,66ms,20,71,396.8,0,621.4,no,yes,0,14.6,cd
13,HF,rel,66ms,21,57,576.9,0,468.5,no,yes,0,14.6,cd
13,HF,rel,66ms,22,98,457.1,0,642.4,no,no,0,14.6,cd
13,HF,rel,66ms,23,102,484.3,0,503.9,no,yes,0,14.6,cd
13,HF,rel,66ms,24,134,426.2,0,543.2,no,no,25,14.6,cd
13,LF,rel,66ms,37,196,496.7,0,,yes,,0,14.6,cd
13,LF,rel,66ms,38,185,496.4,0,617,no,no,12.5,14.6,cd
13,LF,rel,66ms,39,115,572.7,0,488.3,no,no,0,14.6,cd
13,LF,rel,66ms,40,180,401.4,1,592.6,no,no,37.5,14.6,cd
13,LF,rel,66ms,41,166,445.1,0,513.3,no,yes,0,14.6,cd
13,LF,rel,66ms,42,34,705.1,0,649.8,no,yes,12.5,14.6,cd
13,LF,rel,66ms,43,73,447.1,0,426.6,no,yes,0,14.6,cd
13,LF,rel,66ms,44,75,433.4,0,397,no,yes,25,14.6,cd
13,LF,rel,66ms,45,54,533.1,0,512.6,no,yes,0,14.6,cd
13,LF,rel,66ms,46,85,395.1,0,462.7,no,yes,0,14.6,cd
13,LF,rel,66ms,47,105,492,0,503.6,no,yes,0,14.6,cd
13,LF,rel,66ms,48,138,575,0,,yes,,12.5,14.6,cd
13,HF,rel,33ms,1,194,510.3,1,588,no,no,12.5,14.6,cd
13,HF,rel,33ms,2,183,403.1,0,568.1,no,yes,0,14.6,cd
13,HF,rel,33ms,3,132,506.8,0,567.8,no,yes,14.3,14.6,cd
13,HF,rel,33ms,4,175,427.1,0,493.2,no,yes,0,14.6,cd
13,HF,rel,33ms,5,169,429.4,0,520.3,no,yes,25,14.6,cd
13,HF,rel,33ms,6,31,553.5,0,,yes,,0,14.6,cd
13,HF,rel,33ms,7,77,588.7,0,599.3,no,no,0,14.6,cd
13,HF,rel,33ms,8,81,530.9,0,508.9,no,yes,12.5,14.6,cd
13,HF,rel,33ms,9,38,568.5,0,766,no,no,0,14.6,cd
13,HF,rel,33ms,10,90,496.7,0,490.8,no,no,12.5,14.6,cd
13,HF,rel,33ms,11,99,407,0,457.1,no,yes,0,14.6,cd
13,HF,rel,33ms,12,139,562,1,575,no,yes,25,14.6,cd
13,LF,rel,33ms,25,187,482.8,0,508.9,no,no,0,14.6,cd
13,LF,rel,33ms,26,182,568.1,0,623.3,no,yes,0,14.6,cd
13,LF,rel,33ms,27,112,534.6,1,,yes,,62.5,14.6,cd
13,LF,rel,33ms,28,165,513.3,0,499.5,no,yes,0,14.6,cd
13,LF,rel,33ms,29,164,499.5,0,,yes,,0,14.6,cd
13,LF,rel,33ms,30,19,534.2,0,630.1,no,no,0,14.6,cd
13,LF,rel,33ms,31,67,1069.5,1,587.2,no,no,50,14.6,cd
13,LF,rel,33ms,32,74,397,0,447.1,no,yes,12.5,14.6,cd
13,LF,rel,33ms,33,58,468,0,576.9,no,yes,0,14.6,cd
13,LF,rel,33ms,34,104,503.6,0,890.2,no,yes,0,14.6,cd
13,LF,rel,33ms,35,103,705.1,0,484.3,no,yes,0,14.6,cd
13,LF,rel,33ms,36,148,499.8,1,445.9,no,no,62.5,14.6,cd
13,HF,unrel,66ms,61,188,519.2,0,482.8,no,yes,0,14.6,cd
13,HF,unrel,66ms,62,189,602.9,0,519.2,no,yes,0,14.6,cd
13,HF,unrel,66ms,63,109,447.1,0,586.8,no,no,0,14.6,cd
13,HF,unrel,66ms,64,168,520.3,0,667,no,no,0,14.6,cd
13,HF,unrel,66ms,65,162,492,0,545,no,yes,0,14.6,cd
13,HF,unrel,66ms,66,30,339.6,1,636.9,no,no,25,14.6,cd
13,HF,unrel,66ms,67,68,473.6,0,,yes,,0,14.6,cd
13,HF,unrel,66ms,68,65,577.6,0,517.9,no,yes,25,14.6,cd
13,HF,unrel,66ms,69,56,468.5,0,456.1,no,no,0,14.6,cd
13,HF,unrel,66ms,70,95,464.1,0,566.5,no,yes,0,14.6,cd
13,HF,unrel,66ms,71,93,589.6,0,605.5,no,no,0,14.6,cd
13,HF,unrel,66ms,72,143,485.6,0,497.1,no,no,0,14.6,cd
13,LF,unrel,66ms,85,190,467.1,0,602.9,no,yes,0,14.6,cd
13,LF,unrel,66ms,86,202,596.2,0,587.4,no,no,0,14.6,cd
13,LF,unrel,66ms,87,131,567.8,0,557.4,no,yes,14.3,14.6,cd
13,LF,unrel,66ms,88,158,470.5,0,548.2,no,yes,0,14.6,cd
13,LF,unrel,66ms,89,161,545,0,608.9,no,no,0,14.6,cd
13,LF,unrel,66ms,90,13,622.1,0,,yes,,37.5,14.6,cd
13,LF,unrel,66ms,91,84,462.7,0,573.2,no,no,12.5,14.6,cd
13,LF,unrel,66ms,92,64,517.9,0,369.4,no,no,0,14.6,cd
13,LF,unrel,66ms,93,59,520.4,0,468,no,yes,0,14.6,cd
13,LF,unrel,66ms,94,94,566.5,0,589.6,no,yes,0,14.6,cd
13,LF,unrel,66ms,95,101,503.9,0,532.9,no,no,0,14.6,cd
