subj,freq,ptype,dur,itemN,trial,rt,error,prevRT,prevERR,prevYES,itemERR,subjERR,ID
4,LF,rel,33ms,46,132,888.9,0,900.3,no,yes,0,5.2,cc
4,LF,rel,33ms,47,115,974.1,0,1030.5,no,yes,0,5.2,cc
4,LF,rel,33ms,48,204,934.4,0,922.5,no,no,0,5.2,cc
4,HF,unrel,66ms,49,107,767.7,0,808.1,no,yes,0,5.2,cc
4,HF,unrel,66ms,50,103,916.1,0,1841.1,no,no,0,5.2,cc
4,HF,unrel,66ms,51,26,1109.1,0,1816.5,no,no,12.5,5.2,cc
4,HF,unrel,66ms,52,49,768.5,0,1670.3,no,yes,0,5.2,cc
4,HF,unrel,66ms,53,40,828,0,829.2,no,no,12.5,5.2,cc
4,HF,unrel,66ms,54,142,853.4,0,1491.2,no,no,0,5.2,cc
4,HF,unrel,66ms,55,172,801.3,0,793,no,yes,0,5.2,cc
4,HF,unrel,66ms,56,166,977.3,0,1336.7,no,no,0,5.2,cc
4,HF,unrel,66ms,57,71,1217,0,,yes,,25,5.2,cc
4,HF,unrel,66ms,58,109,661,0,720.6,no,yes,0,5.2,cc
4,HF,unrel,66ms,59,127,758.3,0,1785.1,no,yes,0,5.2,cc
4,HF,unrel,66ms,60,186,716.8,0,2476.9,no,yes,0,5.2,cc
4,LF,unrel,66ms,73,92,2148.2,1,1222.6,no,no,0,5.2,cc
4,LF,unrel,66ms,74,108,720.6,0,767.7,no,yes,12.5,5.2,cc
4,LF,unrel,66ms,75,21,2123.4,1,971,no,no,50,5.2,cc
4,LF,unrel,66ms,76,46,1439.6,1,2697.1,no,no,62.5,5.2,cc
4,LF,unrel,66ms,77,42,797.3,0,948.3,no,yes,0,5.2,cc
4,LF,unrel,66ms,78,148,1130.9,0,844.8,no,no,12.5,5.2,cc
4,LF,unrel,66ms,79,168,1035,0,1355.1,no,no,25,5.2,cc
4,LF,unrel,66ms,80,170,950.5,0,690,no,yes,0,5.2,cc
4,LF,unrel,66ms,81,67,1019.8,0,,yes,,37.5,5.2,cc
4,LF,unrel,66ms,82,126,1785.1,1,1503.7,no,yes,42.9,5.2,cc
4,LF,unrel,66ms,83,125,1503.7,1,1050.9,no,no,28.6,5.2,cc
4,LF,unrel,66ms,84,199,861.9,0,865.2,no,no,25,5.2,cc
4,HF,unrel,33ms,61,97,834,0,1235.6,no,no,0,5.2,cc
4,HF,unrel,33ms,62,85,945.4,0,1084.6,no,no,12.5,5.2,cc
4,HF,unrel,33ms,63,14,1123.2,0,,yes,,12.5,5.2,cc
4,HF,unrel,33ms,64,50,739,0,768.5,no,yes,0,5.2,cc
4,HF,unrel,33ms,65,52,1217,0,1061.3,no,yes,0,5.2,cc
4,HF,unrel,33ms,66,155,1533.3,1,1029.7,no,yes,25,5.2,cc
4,HF,unrel,33ms,67,162,978.4,0,868.3,no,yes,0,5.2,cc
4,HF,unrel,33ms,68,176,636.5,0,928.6,no,yes,0,5.2,cc
4,HF,unrel,33ms,69,81,895.5,0,1701.3,no,no,12.5,5.2,cc
4,HF,unrel,33ms,70,129,795.8,0,769.5,no,yes,0,5.2,cc
4,HF,unrel,33ms,71,131,900.3,0,644.1,no,yes,12.5,5.2,cc
4,HF,unrel,33ms,72,201,692.9,0,787.2,no,yes,0,5.2,cc
4,LF,unrel,33ms,85,106,808.1,0,1233.8,no,no,50,5.2,cc
4,LF,unrel,33ms,86,87,791.8,0,723.2,no,no,0,5.2,cc
4,LF,unrel,33ms,87,34,1162.3,0,918.4,no,no,12.5,5.2,cc
4,LF,unrel,33ms,88,38,898,0,1845.4,no,no,0,5.2,cc
4,LF,unrel,33ms,89,57,1217,0,,yes,,12.5,5.2,cc
4,LF,unrel,33ms,90,144,1086,0,964.2,no,no,25,5.2,cc
4,LF,unrel,33ms,91,178,863.9,0,932.6,no,no,0,5.2,cc
4,LF,unrel,33ms,92,175,928.6,0,958,no,no,0,5.2,cc
4,LF,unrel,33ms,93,75,1009.3,0,900.6,no,no,0,5.2,cc
4,LF,unrel,33ms,94,114,1030.5,0,1173.3,no,yes,0,5.2,cc
4,LF,unrel,33ms,95,128,769.5,0,758.3,no,yes,12.5,5.2,cc
4,LF,unrel,33ms,96,194,918.9,0,922.9,no,no,12.5,5.2,cc
5,HF,rel,66ms,1,122,541.2,0,554.9,no,yes,0,12.5,cn
5,HF,rel,66ms,2,130,482.2,0,660.2,no,yes,0,12.5,cn
5,HF,rel,66ms,3,37,509.2,0,738.8,no,no,12.5,12.5,cn
5,HF,rel,66ms,4,95,544.4,0,675.1,no,no,0,12.5,cn
5,HF,rel,66ms,5,99,499.9,0,528.1,no,yes,0,12.5,cn
5,HF,rel,66ms,6,35,744.4,0,1085.1,no,yes,0,12.5,cn
5,HF,rel,66ms,7,72,576.7,0,775.6,no,yes,0,12.5,cn
5,HF,rel,66ms,8,76,519.7,0,582.8,no,yes,0,12.5,cn
5,HF,rel,66ms,9,142,541.1,0,588.2,no,no,12.5,12.5,cn
5,HF,rel,66ms,10,181,527.2,0,891.2,no,no,12.5,12.5,cn
5,HF,rel,66ms,11,182,626.2,0,527.2,no,yes,0,12.5,cn
5,HF,rel,66ms,12,162,542.1,0,572.5,no,yes,0,12.5,cn
5,LF,rel,66ms,25,109,595.9,0,,yes,,0,12.5,cn
5,LF,rel,66ms,26,114,503.8,0,616.4,no,no,0,12.5,cn
5,LF,rel,66ms,27,49,739,1,811.5,no,no,50,12.5,cn
5,LF,rel,66ms,28,100,600.3,0,499.9,no,yes,0,12.5,cn
5,LF,rel,66ms,29,88,526,0,689.4,no,yes,0,12.5,cn
5,LF,rel,66ms,30,17,686.4,0,1024.1,no,no,14.3,12.5,cn
5,LF,rel,66ms,31,66,1029.1,1,663.8,no,no,12.5,12.5,cn
5,LF,rel,66ms,32,73,562.2,0,576.7,no,yes,12.5,12.5,cn
5,LF,rel,66ms,33,145,683.3,0,603.2,no,no,0,12.5,cn
5,LF,rel,66ms,34,189,665.8,0,,yes,,0,12.5,cn
5,LF,rel,66ms,35,197,535,0,598.8,no,no,0,12.5,cn
5,LF,rel,66ms,36,167,557.9,0,489.3,no,no,0,12.5,cn
5,HF,rel,33ms,13,129,660.2,0,777.7,no,no,0,12.5,cn
5,HF,rel,33ms,14,120,502.4,0,780.8,no,no,0,12.5,cn
5,HF,rel,33ms,15,46,737.6,0,808.6,no,no,0,12.5,cn
5,HF,rel,33ms,16,98,528.1,0,640,no,yes,0,12.5,cn
5,HF,rel,33ms,17,87,689.4,0,724.9,no,no,0,12.5,cn
5,HF,rel,33ms,18,34,880.1,0,770.6,no,yes,0,12.5,cn
5,HF,rel,33ms,19,82,684.2,0,702.9,no,no,0,12.5,cn
5,HF,rel,33ms,20,83,586.3,0,684.2,no,yes,0,12.5,cn
5,HF,rel,33ms,21,150,617.9,0,,yes,,0,12.5,cn
5,HF,rel,33ms,22,187,521.4,0,599.8,no,no,0,12.5,cn
5,HF,rel,33ms,23,194,494,0,621.1,no,yes,0,12.5,cn
5,HF,rel,33ms,24,177,482.2,0,542.5,no,no,0,12.5,cn
5,LF,rel,33ms,37,127,718.6,1,722.1,no,no,42.9,12.5,cn
5,LF,rel,33ms,38,115,669.6,0,503.8,no,yes,0,12.5,cn
5,LF,rel,33ms,39,52,650.3,0,818.1,no,no,0,12.5,cn
5,LF,rel,33ms,40,103,671.9,0,539.5,no,yes,0,12.5,cn
5,LF,rel,33ms,41,104,622.6,0,671.9,no,yes,0,12.5,cn
5,LF,rel,33ms,42,25,880.1,0,744.4,no,no,25,12.5,cn
5,LF,rel,33ms,43,74,614,0,562.2,no,yes,12.5,12.5,cn
5,LF,rel,33ms,44,84,892.5,1,586.3,no,yes,62.5,12.5,cn
5,LF,rel,33ms,45,139,500.9,1,728.3,no,no,37.5,12.5,cn
5,LF,rel,33ms,46,183,643.1,0,626.2,no,yes,0,12.5,cn
5,LF,rel,33ms,47,192,503.2,0,,yes,,0,12.5,cn
5,LF,rel,33ms,48,161,572.5,0,552.7,no,no,0,12.5,cn
5,HF,unrel,66ms,49,121,554.9,0,502.4,no,yes,0,12.5,cn
5,HF,unrel,66ms,50,112,616.9,0,734.5,no,yes,0,12.5,cn
5,HF,unrel,66ms,51,47,620,1,737.6,no,yes,12.5,12.5,cn
5,HF,unrel,66ms,52,92,562.9,0,677.6,no,yes,0,12.5,cn
5,HF,unrel,66ms,53,101,536.5,0,600.3,no,yes,12.5,12.5,cn
5,HF,unrel,66ms,54,31,854.4,0,966.1,no,no,0,12.5,cn
5,HF,unrel,66ms,55,77,568.6,0,519.7,no,yes,0,12.5,cn
5,HF,unrel,66ms,56,79,571.1,0,,yes,,0,12.5,cn
5,HF,unrel,66ms,57,153,536.2,1,650.2,no,no,25,12.5,cn
5,HF,unrel,66ms,58,201,493.3,0,538.2,no,yes,0,12.5,cn
5,HF,unrel,66ms,59,195,466.4,0,494,no,yes,0,12.5,cn
5,HF,unrel,66ms,60,165,516.3,0,579.4,no,no,0,12.5,cn
5,LF,unrel,66ms,73,132,707.9,0,712,no,no,0,12.5,cn
5,LF,unrel,66ms,74,124,548,0,561.6,no,yes,12.5,12.5,cn
5,LF,unrel,66ms,75,57,1058.7,1,,yes,,50,12.5,cn
5,LF,unrel,66ms,76,105,798,1,622.6,no,yes,62.5,12.5,cn
5,LF,unrel,66ms,77,102,539.5,0,536.5,no,yes,0,12.5,cn
5,LF,unrel,66ms,78,23,683.9,0,804.3,no,no,12.5,12.5,cn
5,LF,unrel,66ms,79,62,659.6,0,878.9,no,no,25,12.5,cn
5,LF,unrel,66ms,80,68,590.4,0,723.3,no,no,0,12.5,cn
5,LF,unrel,66ms,81,151,585.3,1,617.9,no,yes,37.5,12.5,cn
5,LF,unrel,66ms,82,198,618,0,535,no,yes,42.9,12.5,cn
5,LF,unrel,66ms,83,185,615,0,515.2,no,yes,28.6,12.5,cn
5,LF,unrel,66ms,84,175,639.8,0,557.5,no,no,25,12.5,cn
5,HF,unrel,33ms,61,111,734.5,0,822.3,no,no,0,12.5,cn
5,HF,unrel,33ms,62,123,561.6,0,541.2,no,yes,12.5,12.5,cn
5,HF,unrel,33ms,63,53,649.8,0,650.3,no,yes,12.5,12.5,cn
5,HF,unrel,33ms,64,89,547.2,0,526,no,yes,0,12.5,cn
5,HF,unrel,33ms,65,91,677.6,0,,yes,,0,12.5,cn
5,HF,unrel,33ms,66,26,673.2,0,1460.2,no,yes,25,12.5,cn
5,HF,unrel,33ms,67,63,627,0,659.6,no,yes,0,12.5,cn
5,HF,unrel,33ms,68,75,582.8,0,614,no,yes,0,12.5,cn
5,HF,unrel,33ms,69,137,583.5,0,,yes,,12.5,12.5,cn
5,HF,unrel,33ms,70,193,621.1,0,503.2,no,yes,0,12.5,cn
5,HF,unrel,33ms,71,200,538.2,0,650.8,no,yes,12.5,12.5,cn
5,HF,unrel,33ms,72,163,561.8,0,542.1,no,yes,0,12.5,cn
5,LF,unrel,33ms,85,116,652.3,1,669.6,no,yes,50,12.5,cn
5,LF,unrel,33ms,86,118,521,0,699.8,no,no,0,12.5,cn
5,LF,unrel,33ms,87,56,744.3,1,866.1,no,no,12.5,12.5,cn
5,LF,unrel,33ms,88,97,640,0,723.5,no,no,0,12.5,cn
5,LF,unrel,33ms,89,85,577.9,0,,yes,,12.5,12.5,cn
5,LF,unrel,33ms,90,33,770.6,0,893.2,no,no,25,12.5,cn
5,LF,unrel,33ms,91,71,775.6,0,731.9,no,no,0,12.5,cn
5,LF,unrel,33ms,92,80,590.1,0,571.1,no,yes,0,12.5,cn
5,LF,unrel,33ms,93,135,499.6,0,559.8,no,no,0,12.5,cn
5,LF,unrel,33ms,94,199,650.8,0,618,no,yes,0,12.5,cn
5,LF,unrel,33ms,95,184,515.2,0,643.1,no,yes,12.5,12.5,cn
5,LF,unrel,33ms,96,158,716,0,569.8,no,no,12.5,12.5,cn
6,HF,rel,66ms,1,148,430.5,0,,yes,,0,13.5,jh
6,HF,rel,66ms,2,140,521.8,0,835.7,no,no,0,13.5,jh
6,HF,rel,66ms,3,158,461.3,0,555,no,yes,12.5,13.5,jh
6,HF,rel,66ms,4,14,486.2,0,,yes,,0,13.5,jh
6,HF,rel,66ms,5,24,601,0,484.6,no,yes,0,13.5,jh
6,HF,rel,66ms,6,96,559.7,0,,yes,,0,13.5,jh
6,HF,rel,66ms,7,120,466,0,609.8,no,no,0,13.5,jh
6,HF,rel,66ms,8,109,621.5,0,612.3,no,yes,0,13.5,jh
6,HF,rel,66ms,9,80,523.4,0,,yes,,12.5,13.5,jh
6,HF,rel,66ms,10,197,602,0,469.5,no,yes,12.5,13.5,jh
6,HF,rel,66ms,11,181,629.6,0,614.1,no,no,0,13.5,jh
6,HF,rel,66ms,12,41,492,0,520.2,no,no,0,13.5,jh
6,LF,rel,66ms,25,156,469.1,0,713.3,no,yes,0,13.5,jh
6,LF,rel,66ms,26,138,543.3,0,1259.1,no,no,0,13.5,jh
6,LF,rel,66ms,27,177,687,1,,yes,,50,13.5,jh
6,LF,rel,66ms,28,33,454.5,0,682,no,no,0,13.5,jh
6,LF,rel,66ms,29,30,405.4,0,547.1,no,yes,0,13.5,jh
6,LF,rel,66ms,30,101,637.4,0,638.7,no,yes,14.3,13.5,jh
6,LF,rel,66ms,31,118,526.1,0,,yes,,12.5,13.5,jh
6,LF,rel,66ms,32,116,620.4,0,,yes,,12.5,13.5,jh
6,LF,rel,66ms,33,77,616.1,0,674.3,no,yes,0,13.5,jh
6,LF,rel,66ms,34,198,458.1,0,602,no,yes,0,13.5,jh
6,LF,rel,66ms,35,203,611.2,0,,yes,,0,13.5,jh
6,LF,rel,66ms,36,55,458.7,0,519,no,no,0,13.5,jh
6,HF,rel,33ms,13,134,505.3,0,,yes,,0,13.5,jh
6,HF,rel,33ms,14,153,465.8,0,,yes,,0,13.5,jh
6,HF,rel,33ms,15,174,592,0,,yes,,0,13.5,jh
6,HF,rel,33ms,16,21,544.8,0,857.9,no,no,0,13.5,jh
6,HF,rel,33ms,17,17,538.9,0,785.3,no,yes,0,13.5,jh
6,HF,rel,33ms,18,94,576,0,573,no,no,0,13.5,jh
6,HF,rel,33ms,19,126,510.3,0,621.4,no,yes,0,13.5,jh
6,HF,rel,33ms,20,128,471.2,0,564.2,no,no,0,13.5,jh
6,HF,rel,33ms,21,67,439.9,0,514.8,no,yes,0,13.5,jh
6,HF,rel,33ms,22,183,567.3,0,614.4,no,no,0,13.5,jh
6,HF,rel,33ms,23,200,485.8,0,464,no,yes,0,13.5,jh
6,HF,rel,33ms,24,44,503.2,0,530.7,no,no,0,13.5,jh
6,LF,rel,33ms,37,152,608.2,1,,yes,,42.9,13.5,jh
6,LF,rel,33ms,38,155,713.3,0,599.7,no,no,0,13.5,jh
6,LF,rel,33ms,39,165,723.3,0,635.5,no,no,0,13.5,jh
6,LF,rel,33ms,40,27,564.3,0,462.4,no,yes,0,13.5,jh
6,LF,rel,33ms,41,16,723.3,0,524.1,no,yes,0,13.5,jh
6,LF,rel,33ms,42,108,612.3,0,677.4,no,no,25,13.5,jh
6,LF,rel,33ms,43,111,513.4,0,541,no,yes,12.5,13.5,jh
6,LF,rel,33ms,44,132,583.6,1,497.6,no,yes,62.5,13.5,jh
6,LF,rel,33ms,45,76,674.3,0,675.6,no,no,37.5,13.5,jh
6,LF,rel,33ms,46,191,526.8,0,588.5,no,no,0,13.5,jh
6,LF,rel,33ms,47,193,557.9,0,1156,no,no,0,13.5,jh
6,LF,rel,33ms,48,49,594,0,842.5,no,no,0,13.5,jh
6,HF,unrel,66ms,49,150,468.5,0,,yes,,0,13.5,jh
6,HF,unrel,66ms,50,135,541.7,0,505.3,no,yes,0,13.5,jh
6,HF,unrel,66ms,51,159,481.8,0,461.3,no,yes,12.5,13.5,jh
6,HF,unrel,66ms,52,36,551.7,0,750,no,no,0,13.5,jh
6,HF,unrel,66ms,53,34,539,1,454.5,no,yes,12.5,13.5,jh
6,HF,unrel,66ms,54,100,638.7,0,840.6,no,yes,0,13.5,jh
6,HF,unrel,66ms,55,129,523.6,0,471.2,no,yes,0,13.5,jh
6,HF,unrel,66ms,56,113,689,0,742.6,no,no,0,13.5,jh
6,HF,unrel,66ms,57,66,514.8,0,660.8,no,no,25,13.5,jh
6,HF,unrel,66ms,58,196,469.5,0,614.1,no,yes,0,13.5,jh
6,HF,unrel,66ms,59,194,464.2,0,557.9,no,yes,0,13.5,jh
6,HF,unrel,66ms,60,56,591.2,0,458.7,no,yes,0,13.5,jh
6,LF,unrel,66ms,73,143,629.2,0,529.4,no,yes,0,13.5,jh
6,LF,unrel,66ms,74,144,660.6,1,629.2,no,yes,12.5,13.5,jh
6,LF,unrel,66ms,75,170,558.5,0,,yes,,50,13.5,jh
6,LF,unrel,66ms,76,13,865.5,1,,yes,,62.5,13.5,jh
6,LF,unrel,66ms,77,29,547.1,0,711.2,no,no,0,13.5,jh
6,LF,unrel,66ms,78,99,723.3,0,617.2,no,yes,12.5,13.5,jh
6,LF,unrel,66ms,79,117,555.8,1,620.4,no,yes,25,13.5,jh
6,LF,unrel,66ms,80,110,541,0,621.5,no,yes,0,13.5,jh
6,LF,unrel,66ms,81,72,525.4,1,,yes,,37.5,13.5,jh
6,LF,unrel,66ms,82,187,930.1,1,543.1,no,yes,42.9,13.5,jh
6,LF,unrel,66ms,83,202,510.7,1,,yes,,28.6,13.5,jh
6,LF,unrel,66ms,84,51,563.7,1,,yes,,25,13.5,jh
6,HF,unrel,33ms,61,142,529.4,0,741.6,no,no,0,13.5,jh
6,HF,unrel,33ms,62,147,606.3,1,504.5,no,yes,12.5,13.5,jh
6,HF,unrel,33ms,63,178,669,0,,yes,,12.5,13.5,jh
6,HF,unrel,33ms,64,15,524.1,0,486.2,no,yes,0,13.5,jh
6,HF,unrel,33ms,65,23,484.6,0,627.7,no,no,0,13.5,jh
6,HF,unrel,33ms,66,89,723.3,0,483,no,no,25,13.5,jh
6,HF,unrel,33ms,67,125,621.4,0,587.1,no,yes,0,13.5,jh
6,HF,unrel,33ms,68,124,587.1,0,518,no,yes,0,13.5,jh
6,HF,unrel,33ms,69,68,477.8,0,439.9,no,yes,12.5,13.5,jh
6,HF,unrel,33ms,70,186,543.1,0,588.8,no,yes,0,13.5,jh
6,HF,unrel,33ms,71,195,614.1,0,464.2,no,yes,12.5,13.5,jh
6,HF,unrel,33ms,72,57,529.5,0,591.2,no,yes,0,13.5,jh
6,LF,unrel,33ms,85,151,442.4,1,468.5,no,yes,50,13.5,jh
6,LF,unrel,33ms,86,146,504.5,0,482.6,no,no,0,13.5,jh
6,LF,unrel,33ms,87,157,555,0,469.1,no,yes,12.5,13.5,jh
6,LF,unrel,33ms,88,26,462.4,0,554.6,no,yes,0,13.5,jh
6,LF,unrel,33ms,89,25,554.6,0,601,no,yes,12.5,13.5,jh
6,LF,unrel,33ms,90,98,617.2,0,483.3,no,no,25,13.5,jh
6,LF,unrel,33ms,91,131,497.6,0,591.4,no,no,0,13.5,jh
6,LF,unrel,33ms,92,123,518,0,729.4,no,no,0,13.5,jh
6,LF,unrel,33ms,93,62,488.9,0,632.7,no,no,0,13.5,jh
6,LF,unrel,33ms,94,199,464,0,458.1,no,yes,0,13.5,jh
6,LF,unrel,33ms,95,185,588.8,0,920.9,no,no,12.5,13.5,jh
6,LF,unrel,33ms,96,60,567.2,0,748,no,no,12.5,13.5,jh
7,HF,rel,66ms,1,89,511.6,0,557.3,no,no,0,3.1,HJ
7,HF,rel,66ms,2,106,513.2,0,,yes,,0,3.1,HJ
7,HF,rel,66ms,3,33,393.2,0,601,no,no,12.5,3.1,HJ
7,HF,rel,66ms,4,167,491.4,0,487,no,yes,0,3.1,HJ
7,HF,rel,66ms,5,180,495.6,0,741.2,no,no,0,3.1,HJ
7,HF,rel,66ms,6,71,455.8,0,,yes,,0,3.1,HJ
7,HF,rel,66ms,7,119,446.4,0,606.2,no,yes,0,3.1,HJ
7,HF,rel,66ms,8,110,458,0,601.8,no,no,0,3.1,HJ
7,HF,rel,66ms,9,188,457.1,0,534.1,no,no,12.5,3.1,HJ
7,HF,rel,66ms,10,151,484.8,0,679.5,no,no,12.5,3.1,HJ
7,HF,rel,66ms,11,156,515.9,0,595,no,yes,0,3.1,HJ
7,HF,rel,66ms,12,44,471.8,0,451.4,no,yes,0,3.1,HJ
7,LF,rel,66ms,25,86,424,0,549.7,no,yes,0,3.1,HJ
7,LF,rel,66ms,26,91,488.5,0,484,no,yes,0,3.1,HJ
7,LF,rel,66ms,27,14,636.7,0,634.3,no,no,50,3.1,HJ
7,LF,rel,66ms,28,175,447.9,0,475.4,no,yes,0,3.1,HJ
7,LF,rel,66ms,29,173,487,0,703.5,no,no,0,3.1,HJ
7,LF,rel,66ms,30,83,428.1,0,570.5,no,no,14.3,3.1,HJ
7,LF,rel,66ms,31,130,505.8,0,534.8,no,yes,12.5,3.1,HJ
7,LF,rel,66ms,32,132,501.5,0,479.6,no,no,12.5,3.1,HJ
7,LF,rel,66ms,33,184,541.1,0,538.1,no,yes,0,3.1,HJ
7,LF,rel,66ms,34,149,467.1,0,,yes,,0,3.1,HJ
7,LF,rel,66ms,35,140,567.1,0,565.6,no,no,0,3.1,HJ
7,LF,rel,66ms,36,56,454.9,0,498.4,no,no,0,3.1,HJ
7,HF,rel,33ms,13,95,477.8,0,520.7,no,yes,0,3.1,HJ
7,HF,rel,33ms,14,100,453.5,0,495.6,no,yes,0,3.1,HJ
7,HF,rel,33ms,15,31,467.1,0,509.2,no,no,0,3.1,HJ
7,HF,rel,33ms,16,164,525.4,0,620.5,no,no,0,3.1,HJ
7,HF,rel,33ms,17,171,505.6,0,499.8,no,yes,0,3.1,HJ
7,HF,rel,33ms,18,68,469.3,0,495.4,no,no,0,3.1,HJ
7,HF,rel,33ms,19,129,534.8,0,480.9,no,no,0,3.1,HJ
7,HF,rel,33ms,20,126,472.7,0,549,no,yes,0,3.1,HJ
7,HF,rel,33ms,21,197,513.8,0,675.1,no,no,0,3.1,HJ
7,HF,rel,33ms,22,136,459.8,0,702.5,no,yes,0,3.1,HJ
7,HF,rel,33ms,23,142,471.6,0,530.4,no,yes,0,3.1,HJ
7,HF,rel,33ms,24,43,451.4,0,526.2,no,yes,0,3.1,HJ
7,LF,rel,33ms,37,99,495.6,0,505.7,no,no,42.9,3.1,HJ
7,LF,rel,33ms,38,93,532.2,0,510.4,no,no,0,3.1,HJ
7,LF,rel,33ms,39,20,441.9,0,617,no,no,0,3.1,HJ
7,LF,rel,33ms,40,170,499.8,0,626.9,no,no,0,3.1,HJ
7,LF,rel,33ms,41,162,537.5,0,533.1,no,yes,0,3.1,HJ
7,LF,rel,33ms,42,75,497.7,0,741.9,no,no,25,3.1,HJ
7,LF,rel,33ms,43,113,503.3,0,546.9,no,no,12.5,3.1,HJ
7,LF,rel,33ms,44,124,636.7,0,501.5,no,yes,62.5,3.1,HJ
7,LF,rel,33ms,45,202,556.6,0,803.6,no,no,37.5,3.1,HJ
7,LF,rel,33ms,46,154,509.1,0,603.5,no,yes,0,3.1,HJ
7,LF,rel,33ms,47,147,458.9,0,517.8,no,no,0,3.1,HJ
7,LF,rel,33ms,48,52,468.4,0,494.5,no,no,0,3.1,HJ
7,HF,unrel,66ms,49,103,513.4,0,,yes,,0,3.1,HJ
7,HF,unrel,66ms,50,90,484,0,511.6,no,yes,0,3.1,HJ
7,HF,unrel,66ms,51,29,588.3,0,471.9,no,yes,12.5,3.1,HJ
7,HF,unrel,66ms,52,174,475.4,0,487,no,yes,0,3.1,HJ
7,HF,unrel,66ms,53,160,527.9,0,491.5,no,yes,12.5,3.1,HJ
7,HF,unrel,66ms,54,76,518.1,0,497.7,no,yes,0,3.1,HJ
7,HF,unrel,66ms,55,111,494.4,0,458,no,yes,0,3.1,HJ
7,HF,unrel,66ms,56,114,539.8,0,503.3,no,yes,0,3.1,HJ
7,HF,unrel,66ms,57,181,532.1,0,495.6,no,yes,25,3.1,HJ
7,HF,unrel,66ms,58,153,603.5,0,553.3,no,yes,0,3.1,HJ
7,HF,unrel,66ms,59,152,553.3,0,484.8,no,yes,0,3.1,HJ
7,HF,unrel,66ms,60,54,526.7,0,506.2,no,no,0,3.1,HJ
7,LF,unrel,66ms,73,107,517.5,0,513.2,no,yes,0,3.1,HJ
7,LF,unrel,66ms,74,87,620.4,0,424,no,yes,12.5,3.1,HJ
7,LF,unrel,66ms,75,24,506.4,0,635.7,no,no,50,3.1,HJ
7,LF,unrel,66ms,76,157,583.6,1,515.9,no,yes,62.5,3.1,HJ
7,LF,unrel,66ms,77,177,522.2,0,501.7,no,no,0,3.1,HJ
7,LF,unrel,66ms,78,78,596.9,0,630.2,no,no,12.5,3.1,HJ
7,LF,unrel,66ms,79,118,606.2,0,555.9,no,no,25,3.1,HJ
7,LF,unrel,66ms,80,123,501.5,0,529.7,no,no,0,3.1,HJ
7,LF,unrel,66ms,81,186,512.3,0,608.1,no,no,37.5,3.1,HJ
7,LF,unrel,66ms,82,148,527.4,1,458.9,no,yes,42.9,3.1,HJ
7,LF,unrel,66ms,83,135,636.7,0,589.7,no,no,28.6,3.1,HJ
7,LF,unrel,66ms,84,42,526.2,0,473.8,no,no,25,3.1,HJ
7,HF,unrel,33ms,61,94,520.7,0,532.2,no,yes,0,3.1,HJ
7,HF,unrel,33ms,62,101,459.4,0,453.5,no,yes,12.5,3.1,HJ
7,HF,unrel,33ms,63,27,450,0,692,no,no,12.5,3.1,HJ
7,HF,unrel,33ms,64,166,487,0,513.1,no,no,0,3.1,HJ
7,HF,unrel,33ms,65,159,491.5,0,568.5,no,no,0,3.1,HJ
7,HF,unrel,33ms,66,70,566.2,1,747.1,no,no,25,3.1,HJ
7,HF,unrel,33ms,67,125,549,0,779.3,no,yes,0,3.1,HJ
7,HF,unrel,33ms,68,121,636.7,0,660.3,no,no,0,3.1,HJ
7,HF,unrel,33ms,69,183,538.1,0,567.1,no,no,12.5,3.1,HJ
7,HF,unrel,33ms,70,144,479.8,0,589.5,no,no,0,3.1,HJ
7,HF,unrel,33ms,71,155,595,0,509.1,no,yes,12.5,3.1,HJ
7,HF,unrel,33ms,72,45,582.7,0,471.8,no,yes,0,3.1,HJ
7,LF,unrel,33ms,85,85,549.7,0,528.5,no,no,50,3.1,HJ
7,LF,unrel,33ms,86,104,534.6,0,513.4,no,yes,0,3.1,HJ
7,LF,unrel,33ms,87,28,471.9,0,450,no,yes,12.5,3.1,HJ
7,LF,unrel,33ms,88,178,495.3,0,522.2,no,yes,0,3.1,HJ
7,LF,unrel,33ms,89,161,533.1,0,527.9,no,yes,12.5,3.1,HJ
7,LF,unrel,33ms,90,63,627.3,0,877.2,no,no,25,3.1,HJ
7,LF,unrel,33ms,91,116,470.1,0,496.2,no,yes,0,3.1,HJ
7,LF,unrel,33ms,92,115,496.2,0,539.8,no,yes,0,3.1,HJ
7,LF,unrel,33ms,93,189,591,0,457.1,no,yes,0,3.1,HJ
7,LF,unrel,33ms,94,133,522,0,501.5,no,yes,0,3.1,HJ
7,LF,unrel,33ms,95,141,530.4,0,567.1,no,yes,12.5,3.1,HJ
7,LF,unrel,33ms,96,38,447.3,0,473.4,no,no,12.5,3.1,HJ
8,HF,rel,66ms,1,166,710.6,0,782.3,no,yes,0,5.2,cg
8,HF,rel,66ms,2,176,503.4,0,908.2,no,no,0,5.2,cg
8,HF,rel,66ms,3,188,565.6,0,647.6,no,yes,12.5,5.2,cg
8,HF,rel,66ms,4,70,502.9,0,765.9,no,no,0,5.2,cg
8,HF,rel,66ms,5,66,545.1,0,742.7,no,yes,0,5.2,cg
8,HF,rel,66ms,6,27,3702.6,1,1559.3,no,no,0,5.2,cg
8,HF,rel,66ms,7,44,730.5,0,1228.9,no,no,0,5.2,cg
8,HF,rel,66ms,8,49,854.9,0,,yes,,0,5.2,cg
