subj,freq,ptype,dur,itemN,rt,error,ID
15,LF,rel,33ms,31,434.4,1,mh
15,LF,rel,33ms,32,476.8,1,mh
15,LF,rel,33ms,33,591.1,0,mh
15,LF,rel,33ms,34,653.8,0,mh
15,LF,rel,33ms,35,343.8,0,mh
15,LF,rel,33ms,36,705.7,1,mh
15,HF,unrel,66ms,61,430.1,0,mh
15,HF,unrel,66ms,62,485,0,mh
15,HF,unrel,66ms,63,450.4,0,mh
15,HF,unrel,66ms,64,510.1,0,mh
15,HF,unrel,66ms,65,653.8,0,mh
15,HF,unrel,66ms,66,569.3,0,mh
15,HF,unrel,66ms,67,469.6,0,mh
15,HF,unrel,66ms,68,364.3,1,mh
15,HF,unrel,66ms,69,592.8,0,mh
15,HF,unrel,66ms,70,431.7,0,mh
15,HF,unrel,66ms,71,418,0,mh
15,HF,unrel,66ms,72,546.9,0,mh
15,LF,unrel,66ms,85,481.5,0,mh
15,LF,unrel,66ms,86,483.3,0,mh
15,LF,unrel,66ms,87,234.6,1,mh
15,LF,unrel,66ms,88,513.8,0,mh
15,LF,unrel,66ms,89,533,0,mh
15,LF,unrel,66ms,90,585.1,1,mh
15,LF,unrel,66ms,91,511,0,mh
15,LF,unrel,66ms,92,474.2,0,mh
15,LF,unrel,66ms,93,638.1,0,mh
15,LF,unrel,66ms,94,477.1,0,mh
15,LF,unrel,66ms,95,496.6,0,mh
15,LF,unrel,66ms,96,516.2,0,mh
15,HF,unrel,33ms,49,446.3,0,mh
15,HF,unrel,33ms,50,452.7,0,mh
15,HF,unrel,33ms,51,424.3,1,mh
15,HF,unrel,33ms,52,478.4,0,mh
15,HF,unrel,33ms,53,531.4,0,mh
15,HF,unrel,33ms,54,592.7,0,mh
15,HF,unrel,33ms,55,388.2,0,mh
15,HF,unrel,33ms,56,560.3,0,mh
15,HF,unrel,33ms,57,403.6,1,mh
15,HF,unrel,33ms,58,630.2,1,mh
15,HF,unrel,33ms,59,380.3,0,mh
15,HF,unrel,33ms,60,487.3,0,mh
15,LF,unrel,33ms,73,519.5,1,mh
15,LF,unrel,33ms,74,372,0,mh
15,LF,unrel,33ms,75,534.8,0,mh
15,LF,unrel,33ms,76,585.7,1,mh
15,LF,unrel,33ms,77,489.6,0,mh
15,LF,unrel,33ms,78,567.2,0,mh
15,LF,unrel,33ms,79,466.6,0,mh
15,LF,unrel,33ms,80,476.5,0,mh
15,LF,unrel,33ms,81,612.2,1,mh
15,LF,unrel,33ms,82,577.1,1,mh
15,LF,unrel,33ms,83,585.2,0,mh
15,LF,unrel,33ms,84,423.8,1,mh
17,HF,rel,66ms,13,772.2,0,tb
17,HF,rel,66ms,14,579,0,tb
17,HF,rel,66ms,15,576.7,0,tb
17,HF,rel,66ms,16,558.8,0,tb
17,HF,rel,66ms,17,568.8,0,tb
17,HF,rel,66ms,18,551.2,0,tb
17,HF,rel,66ms,19,398.4,0,tb
17,HF,rel,66ms,20,673.9,0,tb
17,HF,rel,66ms,21,607.9,0,tb
17,HF,rel,66ms,22,1003.1,0,tb
17,HF,rel,66ms,23,550.1,0,tb
17,HF,rel,66ms,24,549.9,1,tb
17,LF,rel,66ms,37,551.8,0,tb
17,LF,rel,66ms,38,986,0,tb
17,LF,rel,66ms,39,654.1,0,tb
17,LF,rel,66ms,40,712.4,1,tb
17,LF,rel,66ms,41,612.8,0,tb
17,LF,rel,66ms,42,630,0,tb
17,LF,rel,66ms,43,808.7,0,tb
17,LF,rel,66ms,44,687.7,1,tb
17,LF,rel,66ms,45,906.9,0,tb
17,LF,rel,66ms,46,523.4,0,tb
17,LF,rel,66ms,47,686.6,0,tb
17,LF,rel,66ms,48,612.7,0,tb
17,HF,rel,33ms,1,1063.4,0,tb
17,HF,rel,33ms,2,1135.8,0,tb
17,HF,rel,33ms,3,2222.4,1,tb
17,HF,rel,33ms,4,556.5,0,tb
17,HF,rel,33ms,5,567.3,0,tb
17,HF,rel,33ms,6,570.9,0,tb
17,HF,rel,33ms,7,433.7,0,tb
17,HF,rel,33ms,8,821.2,1,tb
17,HF,rel,33ms,9,631.7,0,tb
17,HF,rel,33ms,10,552.1,0,tb
17,HF,rel,33ms,11,651.3,0,tb
17,HF,rel,33ms,12,671.2,0,tb
17,LF,rel,33ms,25,727.9,0,tb
17,LF,rel,33ms,26,832.7,0,tb
17,LF,rel,33ms,27,809.1,1,tb
17,LF,rel,33ms,28,753.4,0,tb
17,LF,rel,33ms,29,741.7,0,tb
17,LF,rel,33ms,30,452.9,0,tb
17,LF,rel,33ms,31,901.4,1,tb
17,LF,rel,33ms,32,500.3,0,tb
17,LF,rel,33ms,33,911.7,0,tb
17,LF,rel,33ms,34,682,0,tb
17,LF,rel,33ms,35,697.8,0,tb
17,LF,rel,33ms,36,577.2,1,tb
17,HF,unrel,66ms,61,1135.8,0,tb
17,HF,unrel,66ms,62,938.1,0,tb
17,HF,unrel,66ms,63,760,0,tb
17,HF,unrel,66ms,64,554.5,0,tb
17,HF,unrel,66ms,65,773.8,0,tb
17,HF,unrel,66ms,66,492.4,1,tb
17,HF,unrel,66ms,67,776.9,0,tb
17,HF,unrel,66ms,68,1015.2,1,tb
17,HF,unrel,66ms,69,887,0,tb
17,HF,unrel,66ms,70,474,0,tb
17,HF,unrel,66ms,71,551.5,0,tb
17,HF,unrel,66ms,72,933.8,0,tb
17,LF,unrel,66ms,85,881.2,0,tb
17,LF,unrel,66ms,86,1135.8,0,tb
17,LF,unrel,66ms,87,711.7,1,tb
17,LF,unrel,66ms,88,892,0,tb
17,LF,unrel,66ms,89,736.1,0,tb
17,LF,unrel,66ms,90,662.6,1,tb
17,LF,unrel,66ms,91,728.6,1,tb
17,LF,unrel,66ms,92,578.4,0,tb
17,LF,unrel,66ms,93,1135.8,0,tb
17,LF,unrel,66ms,94,623.1,0,tb
17,LF,unrel,66ms,95,635.1,0,tb
17,LF,unrel,66ms,96,763.4,0,tb
17,HF,unrel,33ms,49,631.3,0,tb
17,HF,unrel,33ms,50,2136.3,1,tb
17,HF,unrel,33ms,51,1135.8,0,tb
17,HF,unrel,33ms,52,539.7,0,tb
17,HF,unrel,33ms,53,506.3,0,tb
17,HF,unrel,33ms,54,614.2,0,tb
17,HF,unrel,33ms,55,653.7,0,tb
17,HF,unrel,33ms,56,524,0,tb
17,HF,unrel,33ms,57,775,0,tb
17,HF,unrel,33ms,58,619.7,0,tb
17,HF,unrel,33ms,59,552,0,tb
17,HF,unrel,33ms,60,1135.8,0,tb
17,LF,unrel,33ms,73,535.1,0,tb
17,LF,unrel,33ms,74,710,0,tb
17,LF,unrel,33ms,75,883.7,1,tb
17,LF,unrel,33ms,76,1171.7,1,tb
17,LF,unrel,33ms,77,684.2,0,tb
17,LF,unrel,33ms,78,635.3,0,tb
17,LF,unrel,33ms,79,685.1,1,tb
17,LF,unrel,33ms,80,535.6,0,tb
17,LF,unrel,33ms,81,1781.4,1,tb
17,LF,unrel,33ms,82,682.1,1,tb
17,LF,unrel,33ms,83,567.1,0,tb
17,LF,unrel,33ms,84,736.6,0,tb
18,HF,rel,66ms,13,461.8,0,PM
18,HF,rel,66ms,14,482.2,0,PM
18,HF,rel,66ms,15,422.9,0,PM
18,HF,rel,66ms,16,430.1,0,PM
18,HF,rel,66ms,17,482.5,0,PM
18,HF,rel,66ms,18,524.8,0,PM
18,HF,rel,66ms,19,439.2,0,PM
18,HF,rel,66ms,20,432.5,0,PM
18,HF,rel,66ms,21,409,0,PM
18,HF,rel,66ms,22,400.8,0,PM
18,HF,rel,66ms,23,451.3,0,PM
18,HF,rel,66ms,24,410,0,PM
18,LF,rel,66ms,37,569.9,0,PM
18,LF,rel,66ms,38,1376.9,1,PM
18,LF,rel,66ms,39,530.1,0,PM
18,LF,rel,66ms,40,430.6,0,PM
18,LF,rel,66ms,41,459.1,0,PM
18,LF,rel,66ms,42,472.7,0,PM
18,LF,rel,66ms,43,708.4,0,PM
18,LF,rel,66ms,44,708.4,0,PM
18,LF,rel,66ms,45,462.6,0,PM
18,LF,rel,66ms,46,446.9,0,PM
18,LF,rel,66ms,47,429.8,0,PM
18,LF,rel,66ms,48,463.5,0,PM
18,HF,rel,33ms,1,476.5,0,PM
18,HF,rel,33ms,2,576.8,0,PM
18,HF,rel,33ms,3,422.5,0,PM
18,HF,rel,33ms,4,522,0,PM
18,HF,rel,33ms,5,479.2,1,PM
18,HF,rel,33ms,6,523.6,0,PM
18,HF,rel,33ms,7,585.8,0,PM
18,HF,rel,33ms,8,659.9,0,PM
18,HF,rel,33ms,9,665.6,0,PM
18,HF,rel,33ms,10,470.4,1,PM
18,HF,rel,33ms,11,479.4,0,PM
18,HF,rel,33ms,12,455.3,0,PM
18,LF,rel,33ms,25,622.3,0,PM
18,LF,rel,33ms,26,573.4,0,PM
18,LF,rel,33ms,27,1249.1,1,PM
18,LF,rel,33ms,28,503.1,0,PM
18,LF,rel,33ms,29,587.2,0,PM
18,LF,rel,33ms,30,579.4,0,PM
18,LF,rel,33ms,31,685.1,1,PM
18,LF,rel,33ms,32,478.3,0,PM
18,LF,rel,33ms,33,436.6,0,PM
18,LF,rel,33ms,34,412.3,0,PM
18,LF,rel,33ms,35,489.6,0,PM
18,LF,rel,33ms,36,618.5,1,PM
18,HF,unrel,66ms,61,496,0,PM
18,HF,unrel,66ms,62,501.5,0,PM
18,HF,unrel,66ms,63,483,0,PM
18,HF,unrel,66ms,64,2945.9,1,PM
18,HF,unrel,66ms,65,460.8,0,PM
18,HF,unrel,66ms,66,531.6,0,PM
18,HF,unrel,66ms,67,620,0,PM
18,HF,unrel,66ms,68,551.2,0,PM
18,HF,unrel,66ms,69,507.3,0,PM
18,HF,unrel,66ms,70,457.4,0,PM
18,HF,unrel,66ms,71,519,0,PM
18,HF,unrel,66ms,72,540.3,0,PM
18,LF,unrel,66ms,85,491,0,PM
18,LF,unrel,66ms,86,518.8,0,PM
18,LF,unrel,66ms,87,526.4,0,PM
18,LF,unrel,66ms,88,589.7,0,PM
18,LF,unrel,66ms,89,582.8,0,PM
18,LF,unrel,66ms,90,701.2,0,PM
18,LF,unrel,66ms,91,466.8,0,PM
18,LF,unrel,66ms,92,534.9,0,PM
18,LF,unrel,66ms,93,524.2,0,PM
18,LF,unrel,66ms,94,516.4,0,PM
18,LF,unrel,66ms,95,548.7,0,PM
18,LF,unrel,66ms,96,587.8,0,PM
18,HF,unrel,33ms,49,584.3,0,PM
18,HF,unrel,33ms,50,476.9,0,PM
18,HF,unrel,33ms,51,624.5,0,PM
18,HF,unrel,33ms,52,456.4,0,PM
18,HF,unrel,33ms,53,509.5,0,PM
18,HF,unrel,33ms,54,570.3,0,PM
18,HF,unrel,33ms,55,531.7,0,PM
18,HF,unrel,33ms,56,579.3,0,PM
18,HF,unrel,33ms,57,517.3,0,PM
18,HF,unrel,33ms,58,500.9,0,PM
18,HF,unrel,33ms,59,463.1,0,PM
18,HF,unrel,33ms,60,477,0,PM
18,LF,unrel,33ms,73,536,0,PM
18,LF,unrel,33ms,74,597.9,0,PM
18,LF,unrel,33ms,75,597.7,1,PM
18,LF,unrel,33ms,76,370.2,0,PM
18,LF,unrel,33ms,77,1737.1,1,PM
18,LF,unrel,33ms,78,634.2,0,PM
18,LF,unrel,33ms,79,632.2,0,PM
18,LF,unrel,33ms,80,708.4,0,PM
18,LF,unrel,33ms,81,675,1,PM
18,LF,unrel,33ms,82,805.3,1,PM
18,LF,unrel,33ms,83,496.3,1,PM
18,LF,unrel,33ms,84,653.6,0,PM
19,HF,rel,66ms,13,621.1,0,yh
19,HF,rel,66ms,14,475.9,0,yh
19,HF,rel,66ms,15,914.8,1,yh
19,HF,rel,66ms,16,567.4,0,yh
19,HF,rel,66ms,17,530.6,0,yh
19,HF,rel,66ms,18,640.4,0,yh
19,HF,rel,66ms,19,508.6,0,yh
19,HF,rel,66ms,20,704.6,0,yh
19,HF,rel,66ms,21,637.2,0,yh
19,HF,rel,66ms,22,526.3,0,yh
19,HF,rel,66ms,23,920.7,0,yh
19,HF,rel,66ms,24,940.8,0,yh
19,LF,rel,66ms,37,687.4,0,yh
19,LF,rel,66ms,38,746.7,0,yh
19,LF,rel,66ms,39,789.1,0,yh
19,LF,rel,66ms,40,646.9,1,yh
19,LF,rel,66ms,41,682,0,yh
19,LF,rel,66ms,42,861.3,1,yh
19,LF,rel,66ms,43,896.1,0,yh
19,LF,rel,66ms,44,877.9,1,yh
19,LF,rel,66ms,45,797,0,yh
19,LF,rel,66ms,46,603.8,0,yh
19,LF,rel,66ms,47,489,0,yh
19,LF,rel,66ms,48,707.3,1,yh
19,HF,rel,33ms,1,764.3,0,yh
19,HF,rel,33ms,2,565.6,0,yh
19,HF,rel,33ms,3,934.9,1,yh
19,HF,rel,33ms,4,705.5,0,yh
19,HF,rel,33ms,5,624,0,yh
19,HF,rel,33ms,6,670.5,0,yh
19,HF,rel,33ms,7,582.4,0,yh
19,HF,rel,33ms,8,530.5,0,yh
19,HF,rel,33ms,9,754,0,yh
19,HF,rel,33ms,10,581.5,0,yh
19,HF,rel,33ms,11,602.9,0,yh
19,HF,rel,33ms,12,607.1,0,yh
19,LF,rel,33ms,25,634.8,0,yh
19,LF,rel,33ms,26,601.8,0,yh
19,LF,rel,33ms,27,1006.9,1,yh
19,LF,rel,33ms,28,543,0,yh
19,LF,rel,33ms,29,474.4,0,yh
19,LF,rel,33ms,30,608.9,0,yh
19,LF,rel,33ms,31,958.3,0,yh
19,LF,rel,33ms,32,1006,0,yh
19,LF,rel,33ms,33,866.3,0,yh
19,LF,rel,33ms,34,1032.1,0,yh
19,LF,rel,33ms,35,907.3,0,yh
19,LF,rel,33ms,36,712,0,yh
19,HF,unrel,66ms,61,620.5,0,yh
19,HF,unrel,66ms,62,726.2,0,yh
19,HF,unrel,66ms,63,778,0,yh
19,HF,unrel,66ms,64,645.4,0,yh
19,HF,unrel,66ms,65,602.4,0,yh
19,HF,unrel,66ms,66,997.6,0,yh
19,HF,unrel,66ms,67,751.2,0,yh
19,HF,unrel,66ms,68,663.4,0,yh
19,HF,unrel,66ms,69,780.1,0,yh
19,HF,unrel,66ms,70,659.1,0,yh
19,HF,unrel,66ms,71,762.1,0,yh
19,HF,unrel,66ms,72,580.4,0,yh
19,LF,unrel,66ms,85,639.1,0,yh
19,LF,unrel,66ms,86,756,0,yh
19,LF,unrel,66ms,87,920,0,yh
19,LF,unrel,66ms,88,612,0,yh
19,LF,unrel,66ms,89,827.6,0,yh
19,LF,unrel,66ms,90,845.6,0,yh
19,LF,unrel,66ms,91,860,0,yh
19,LF,unrel,66ms,92,638.2,0,yh
19,LF,unrel,66ms,93,743.6,0,yh
19,LF,unrel,66ms,94,630.6,0,yh
19,LF,unrel,66ms,95,597.4,0,yh
19,LF,unrel,66ms,96,762.2,0,yh
19,HF,unrel,33ms,49,572.7,0,yh
19,HF,unrel,33ms,50,839.4,0,yh
19,HF,unrel,33ms,51,612.3,0,yh
19,HF,unrel,33ms,52,704.1,0,yh
19,HF,unrel,33ms,53,575,0,yh
19,HF,unrel,33ms,54,752.6,0,yh
19,HF,unrel,33ms,55,842.4,0,yh
19,HF,unrel,33ms,56,762,0,yh
19,HF,unrel,33ms,57,641.7,0,yh
19,HF,unrel,33ms,58,899.2,0,yh
19,HF,unrel,33ms,59,676.7,0,yh
19,HF,unrel,33ms,60,717.1,0,yh
19,LF,unrel,33ms,73,1032.1,0,yh
19,LF,unrel,33ms,74,678.9,0,yh
19,LF,unrel,33ms,75,901.8,1,yh
19,LF,unrel,33ms,76,981.2,1,yh
19,LF,unrel,33ms,77,695,0,yh
19,LF,unrel,33ms,78,1032.1,0,yh
19,LF,unrel,33ms,79,762.9,0,yh
19,LF,unrel,33ms,80,629.9,0,yh
19,LF,unrel,33ms,81,1032.1,0,yh
19,LF,unrel,33ms,82,738.2,1,yh
19,LF,unrel,33ms,83,785.2,0,yh
19,LF,unrel,33ms,84,752.3,0,yh
21,HF,rel,66ms,49,460.6,0,jd
21,HF,rel,66ms,50,873.6,0,jd
21,HF,rel,66ms,51,556.7,0,jd
21,HF,rel,66ms,52,551.1,0,jd
21,HF,rel,66ms,53,778.4,0,jd
21,HF,rel,66ms,54,1062.3,0,jd
21,HF,rel,66ms,55,457.7,0,jd
21,HF,rel,66ms,56,752,0,jd
21,HF,rel,66ms,57,624.5,0,jd
21,HF,rel,66ms,58,528.9,0,jd
21,HF,rel,66ms,59,606.6,0,jd
21,HF,rel,66ms,60,1062.3,0,jd
21,LF,rel,66ms,73,481,0,jd
21,LF,rel,66ms,74,654.5,0,jd
21,LF,rel,66ms,75,892.2,0,jd
21,LF,rel,66ms,76,1749.8,1,jd
21,LF,rel,66ms,77,616.7,0,jd
21,LF,rel,66ms,78,626.9,1,jd
21,LF,rel,66ms,79,512.5,0,jd
21,LF,rel,66ms,80,397.2,0,jd
21,LF,rel,66ms,81,967.3,0,jd
21,LF,rel,66ms,82,840,0,jd
21,LF,rel,66ms,83,674.6,0,jd
21,LF,rel,66ms,84,530.2,0,jd
21,HF,rel,33ms,61,528.8,0,jd
21,HF,rel,33ms,62,576.7,0,jd
21,HF,rel,33ms,63,652.3,0,jd
21,HF,rel,33ms,64,582.4,0,jd
21,HF,rel,33ms,65,681.3,0,jd
21,HF,rel,33ms,66,741.7,0,jd
21,HF,rel,33ms,67,550.5,0,jd
21,HF,rel,33ms,68,493.7,0,jd
21,HF,rel,33ms,69,540.6,0,jd
21,HF,rel,33ms,70,560.2,0,jd
21,HF,rel,33ms,71,619.2,0,jd
21,HF,rel,33ms,72,883.3,0,jd
21,LF,rel,33ms,85,702.9,0,jd
21,LF,rel,33ms,86,605.5,0,jd
21,LF,rel,33ms,87,810.7,0,jd
21,LF,rel,33ms,88,550.2,0,jd
21,LF,rel,33ms,89,758.1,0,jd
21,LF,rel,33ms,90,801.5,0,jd
21,LF,rel,33ms,91,651.5,0,jd
21,LF,rel,33ms,92,802.3,0,jd
21,LF,rel,33ms,93,775.5,0,jd
21,LF,rel,33ms,94,618.3,0,jd
21,LF,rel,33ms,95,634.2,0,jd
21,LF,rel,33ms,96,921.5,0,jd
21,HF,unrel,66ms,1,1613,1,jd
21,HF,unrel,66ms,2,479.6,0,jd
21,HF,unrel,66ms,3,680.6,0,jd
21,HF,unrel,66ms,4,511.3,0,jd
21,HF,unrel,66ms,5,563,0,jd
21,HF,unrel,66ms,6,685.3,0,jd
21,HF,unrel,66ms,7,472.5,0,jd
21,HF,unrel,66ms,8,872.5,0,jd
21,HF,unrel,66ms,9,678,0,jd
21,HF,unrel,66ms,10,592,0,jd
21,HF,unrel,66ms,11,597.7,0,jd
21,HF,unrel,66ms,12,651.4,0,jd
21,LF,unrel,66ms,25,587.7,0,jd
21,LF,unrel,66ms,26,670.3,0,jd
21,LF,unrel,66ms,27,1062.3,0,jd
21,LF,unrel,66ms,28,689.4,0,jd
21,LF,unrel,66ms,29,710.6,0,jd
21,LF,unrel,66ms,30,754.5,0,jd
21,LF,unrel,66ms,31,884.6,0,jd
21,LF,unrel,66ms,32,713.5,0,jd
21,LF,unrel,66ms,33,791.9,0,jd
21,LF,unrel,66ms,34,658.5,0,jd
21,LF,unrel,66ms,35,742,1,jd
21,LF,unrel,66ms,36,902.9,0,jd
21,HF,unrel,33ms,13,529,0,jd
21,HF,unrel,33ms,14,579.6,0,jd
21,HF,unrel,33ms,15,567.5,0,jd
21,HF,unrel,33ms,16,546,0,jd
21,HF,unrel,33ms,17,816.9,0,jd
21,HF,unrel,33ms,18,683.4,0,jd
21,HF,unrel,33ms,19,1062.3,0,jd
21,HF,unrel,33ms,20,675.3,0,jd
21,HF,unrel,33ms,21,613.1,0,jd
21,HF,unrel,33ms,22,1573.8,1,jd
21,HF,unrel,33ms,23,750.1,0,jd
21,HF,unrel,33ms,24,598.7,0,jd
21,LF,unrel,33ms,37,1062.3,0,jd
21,LF,unrel,33ms,38,950.5,0,jd
21,LF,unrel,33ms,39,591.2,0,jd
21,LF,unrel,33ms,40,588,0,jd
21,LF,unrel,33ms,41,929.2,0,jd
21,LF,unrel,33ms,42,699.8,0,jd
21,LF,unrel,33ms,43,689.4,0,jd
21,LF,unrel,33ms,44,1423.5,1,jd
21,LF,unrel,33ms,45,817,0,jd
21,LF,unrel,33ms,46,705.9,0,jd
21,LF,unrel,33ms,47,1025.8,0,jd
21,LF,unrel,33ms,48,544.3,0,jd
22,HF,rel,66ms,49,352.2,0,lk
22,HF,rel,66ms,50,453.8,0,lk
22,HF,rel,66ms,51,436.1,0,lk
22,HF,rel,66ms,52,445.1,0,lk
22,HF,rel,66ms,53,600.3,0,lk
22,HF,rel,66ms,54,688,0,lk
22,HF,rel,66ms,55,504.1,0,lk
22,HF,rel,66ms,56,790.1,0,lk
22,HF,rel,66ms,57,503,0,lk
22,HF,rel,66ms,58,490.7,0,lk
22,HF,rel,66ms,59,709.4,0,lk
22,HF,rel,66ms,60,482.3,0,lk
22,LF,rel,66ms,73,510.5,0,lk
22,LF,rel,66ms,74,469.4,0,lk
22,LF,rel,66ms,75,551.7,0,lk
22,LF,rel,66ms,76,533.4,0,lk
22,LF,rel,66ms,77,457.6,0,lk
22,LF,rel,66ms,78,539.4,0,lk
22,LF,rel,66ms,79,755.2,0,lk
22,LF,rel,66ms,80,663.5,0,lk
22,LF,rel,66ms,81,678.1,0,lk
22,LF,rel,66ms,82,719.2,0,lk
22,LF,rel,66ms,83,659.4,0,lk
22,LF,rel,66ms,84,513.3,0,lk
22,HF,rel,33ms,61,514.1,0,lk
22,HF,rel,33ms,62,415.2,0,lk
22,HF,rel,33ms,63,616.2,0,lk
22,HF,rel,33ms,64,586,0,lk
22,HF,rel,33ms,65,630.7,0,lk
22,HF,rel,33ms,66,592.2,0,lk
22,HF,rel,33ms,67,724.9,0,lk
22,HF,rel,33ms,68,817.9,0,lk
22,HF,rel,33ms,69,651.9,0,lk
22,HF,rel,33ms,70,745,0,lk
22,HF,rel,33ms,71,710.7,0,lk
22,HF,rel,33ms,72,470.2,0,lk
22,LF,rel,33ms,85,516.1,0,lk
22,LF,rel,33ms,86,547.3,0,lk
22,LF,rel,33ms,87,570.5,0,lk
22,LF,rel,33ms,88,574.8,0,lk
22,LF,rel,33ms,89,809.9,0,lk
22,LF,rel,33ms,90,799.2,0,lk
22,LF,rel,33ms,91,781.9,0,lk
22,LF,rel,33ms,92,879.8,0,lk
22,LF,rel,33ms,93,878.3,0,lk
22,LF,rel,33ms,94,757.9,0,lk
22,LF,rel,33ms,95,530.4,0,lk
22,LF,rel,33ms,96,532.6,0,lk
22,HF,unrel,66ms,1,565,0,lk
22,HF,unrel,66ms,2,498.4,0,lk
22,HF,unrel,66ms,3,708.4,0,lk
22,HF,unrel,66ms,4,524.9,0,lk
22,HF,unrel,66ms,5,521.4,0,lk
22,HF,unrel,66ms,6,591.1,0,lk
22,HF,unrel,66ms,7,764.8,0,lk
22,HF,unrel,66ms,8,768.8,0,lk
22,HF,unrel,66ms,9,543.4,0,lk
22,HF,unrel,66ms,10,556.9,0,lk
22,HF,unrel,66ms,11,534,0,lk
22,HF,unrel,66ms,12,479.6,0,lk
22,LF,unrel,66ms,25,610.2,0,lk
22,LF,unrel,66ms,26,764.9,1,lk
22,LF,unrel,66ms,27,564.4,0,lk
22,LF,unrel,66ms,28,500.5,0,lk
22,LF,unrel,66ms,29,496,0,lk
22,LF,unrel,66ms,30,849,1,lk
22,LF,unrel,66ms,31,899.3,0,lk
22,LF,unrel,66ms,32,751.3,0,lk
22,LF,unrel,66ms,33,816.3,0,lk
22,LF,unrel,66ms,34,577.3,0,lk
22,LF,unrel,66ms,35,899.3,0,lk
22,LF,unrel,66ms,36,671.8,1,lk
22,HF,unrel,33ms,13,853.1,0,lk
22,HF,unrel,33ms,14,476.4,0,lk
22,HF,unrel,33ms,15,460.6,0,lk
22,HF,unrel,33ms,16,563.8,0,lk
22,HF,unrel,33ms,17,543.4,0,lk
22,HF,unrel,33ms,18,600.2,0,lk
22,HF,unrel,33ms,19,746.4,0,lk
22,HF,unrel,33ms,20,767.5,0,lk
22,HF,unrel,33ms,21,683.3,0,lk
22,HF,unrel,33ms,22,580,0,lk
22,HF,unrel,33ms,23,568.6,0,lk
22,HF,unrel,33ms,24,577.6,0,lk
22,LF,unrel,33ms,37,880.3,0,lk
22,LF,unrel,33ms,38,689.3,0,lk
22,LF,unrel,33ms,39,571.4,0,lk
22,LF,unrel,33ms,40,514.8,0,lk
22,LF,unrel,33ms,41,656,0,lk
22,LF,unrel,33ms,42,737.8,0,lk
22,LF,unrel,33ms,43,791,0,lk
22,LF,unrel,33ms,44,784.1,0,lk
22,LF,unrel,33ms,45,612.4,0,lk
22,LF,unrel,33ms,46,670.3,0,lk
22,LF,unrel,33ms,47,757,0,lk
22,LF,unrel,33ms,48,554.6,0,lk
23,HF,rel,66ms,49,358.5,0,slc
23,HF,rel,66ms,50,344.8,0,slc
23,HF,rel,66ms,51,403,0,slc
23,HF,rel,66ms,52,366.5,0,slc
23,HF,rel,66ms,53,396.2,0,slc
23,HF,rel,66ms,54,474.2,0,slc
23,HF,rel,66ms,55,497.2,0,slc
23,HF,rel,66ms,56,351.7,0,slc
23,HF,rel,66ms,57,308.2,0,slc
23,HF,rel,66ms,58,353.2,0,slc
23,HF,rel,66ms,59,401.2,0,slc
23,HF,rel,66ms,60,305.7,0,slc
23,LF,rel,66ms,73,447.1,0,slc
23,LF,rel,66ms,74,403.3,0,slc
23,LF,rel,66ms,75,390.4,0,slc
23,LF,rel,66ms,76,512.1,0,slc
23,LF,rel,66ms,77,403.9,0,slc
23,LF,rel,66ms,78,472.4,0,slc
23,LF,rel,66ms,79,454.5,0,slc
23,LF,rel,66ms,80,311.9,0,slc
23,LF,rel,66ms,81,591.4,0,slc
23,LF,rel,66ms,82,309.6,0,slc
23,LF,rel,66ms,83,436.7,0,slc
23,LF,rel,66ms,84,322.7,1,slc
23,HF,rel,33ms,61,414.2,0,slc
23,HF,rel,33ms,62,540.4,0,slc
23,HF,rel,33ms,63,475.9,1,slc
23,HF,rel,33ms,64,419.9,0,slc
23,HF,rel,33ms,65,573.5,0,slc
23,HF,rel,33ms,66,408.1,0,slc
23,HF,rel,33ms,67,414.3,0,slc
23,HF,rel,33ms,68,383.6,0,slc
23,HF,rel,33ms,69,344.4,0,slc
23,HF,rel,33ms,70,393.8,0,slc
23,HF,rel,33ms,71,397.1,0,slc
23,HF,rel,33ms,72,389.2,0,slc
23,LF,rel,33ms,85,419.5,0,slc
23,LF,rel,33ms,86,414.7,0,slc
23,LF,rel,33ms,87,429.7,0,slc
23,LF,rel,33ms,88,587.3,0,slc
23,LF,rel,33ms,89,520,0,slc
23,LF,rel,33ms,90,449.4,0,slc
23,LF,rel,33ms,91,450.1,0,slc
23,LF,rel,33ms,92,334,0,slc
23,LF,rel,33ms,93,370,0,slc
23,LF,rel,33ms,94,393,0,slc
23,LF,rel,33ms,95,488.3,0,slc
23,LF,rel,33ms,96,437.9,0,slc
23,HF,unrel,66ms,1,660.6,0,slc
23,HF,unrel,66ms,2,660.6,0,slc
23,HF,unrel,66ms,3,469.2,1,slc
23,HF,unrel,66ms,4,443.8,0,slc
23,HF,unrel,66ms,5,463.8,0,slc
23,HF,unrel,66ms,6,582.1,0,slc
23,HF,unrel,66ms,7,475.3,0,slc
23,HF,unrel,66ms,8,400.1,0,slc
23,HF,unrel,66ms,9,347.3,0,slc
23,HF,unrel,66ms,10,405.7,0,slc
23,HF,unrel,66ms,11,482.4,0,slc
23,HF,unrel,66ms,12,427.6,0,slc
23,LF,unrel,66ms,25,421.3,1,slc
23,LF,unrel,66ms,26,600.5,0,slc
23,LF,unrel,66ms,27,568.4,0,slc
23,LF,unrel,66ms,28,455.4,0,slc
23,LF,unrel,66ms,29,371,0,slc
