subj,freq,ptype,dur,itemN,rt,error,ID
7,LF,rel,66ms,32,501.5,0,HJ
7,LF,rel,66ms,33,541.1,0,HJ
7,LF,rel,66ms,34,467.1,0,HJ
7,LF,rel,66ms,35,567.1,0,HJ
7,LF,rel,66ms,36,454.9,0,HJ
7,HF,rel,33ms,13,477.8,0,HJ
7,HF,rel,33ms,14,453.5,0,HJ
7,HF,rel,33ms,15,467.1,0,HJ
7,HF,rel,33ms,16,525.4,0,HJ
7,HF,rel,33ms,17,505.6,0,HJ
7,HF,rel,33ms,18,469.3,0,HJ
7,HF,rel,33ms,19,534.8,0,HJ
7,HF,rel,33ms,20,472.7,0,HJ
7,HF,rel,33ms,21,513.8,0,HJ
7,HF,rel,33ms,22,459.8,0,HJ
7,HF,rel,33ms,23,471.6,0,HJ
7,HF,rel,33ms,24,451.4,0,HJ
7,LF,rel,33ms,37,495.6,0,HJ
7,LF,rel,33ms,38,532.2,0,HJ
7,LF,rel,33ms,39,441.9,0,HJ
7,LF,rel,33ms,40,499.8,0,HJ
7,LF,rel,33ms,41,537.5,0,HJ
7,LF,rel,33ms,42,497.7,0,HJ
7,LF,rel,33ms,43,503.3,0,HJ
7,LF,rel,33ms,44,636.7,0,HJ
7,LF,rel,33ms,45,556.6,0,HJ
7,LF,rel,33ms,46,509.1,0,HJ
7,LF,rel,33ms,47,458.9,0,HJ
7,LF,rel,33ms,48,468.4,0,HJ
7,HF,unrel,66ms,49,513.4,0,HJ
7,HF,unrel,66ms,50,484,0,HJ
7,HF,unrel,66ms,51,588.3,0,HJ
7,HF,unrel,66ms,52,475.4,0,HJ
7,HF,unrel,66ms,53,527.9,0,HJ
7,HF,unrel,66ms,54,518.1,0,HJ
7,HF,unrel,66ms,55,494.4,0,HJ
7,HF,unrel,66ms,56,539.8,0,HJ
7,HF,unrel,66ms,57,532.1,0,HJ
7,HF,unrel,66ms,58,603.5,0,HJ
7,HF,unrel,66ms,59,553.3,0,HJ
7,HF,unrel,66ms,60,526.7,0,HJ
7,LF,unrel,66ms,73,517.5,0,HJ
7,LF,unrel,66ms,74,620.4,0,HJ
7,LF,unrel,66ms,75,506.4,0,HJ
7,LF,unrel,66ms,76,583.6,1,HJ
7,LF,unrel,66ms,77,522.2,0,HJ
7,LF,unrel,66ms,78,596.9,0,HJ
7,LF,unrel,66ms,79,606.2,0,HJ
7,LF,unrel,66ms,80,501.5,0,HJ
7,LF,unrel,66ms,81,512.3,0,HJ
7,LF,unrel,66ms,82,527.4,1,HJ
7,LF,unrel,66ms,83,636.7,0,HJ
7,LF,unrel,66ms,84,526.2,0,HJ
7,HF,unrel,33ms,61,520.7,0,HJ
7,HF,unrel,33ms,62,459.4,0,HJ
7,HF,unrel,33ms,63,450,0,HJ
7,HF,unrel,33ms,64,487,0,HJ
7,HF,unrel,33ms,65,491.5,0,HJ
7,HF,unrel,33ms,66,566.2,1,HJ
7,HF,unrel,33ms,67,549,0,HJ
7,HF,unrel,33ms,68,636.7,0,HJ
7,HF,unrel,33ms,69,538.1,0,HJ
7,HF,unrel,33ms,70,479.8,0,HJ
7,HF,unrel,33ms,71,595,0,HJ
7,HF,unrel,33ms,72,582.7,0,HJ
7,LF,unrel,33ms,85,549.7,0,HJ
7,LF,unrel,33ms,86,534.6,0,HJ
7,LF,unrel,33ms,87,471.9,0,HJ
7,LF,unrel,33ms,88,495.3,0,HJ
7,LF,unrel,33ms,89,533.1,0,HJ
7,LF,unrel,33ms,90,627.3,0,HJ
7,LF,unrel,33ms,91,470.1,0,HJ
7,LF,unrel,33ms,92,496.2,0,HJ
7,LF,unrel,33ms,93,591,0,HJ
7,LF,unrel,33ms,94,522,0,HJ
7,LF,unrel,33ms,95,530.4,0,HJ
7,LF,unrel,33ms,96,447.3,0,HJ
8,HF,rel,66ms,1,710.6,0,cg
8,HF,rel,66ms,2,503.4,0,cg
8,HF,rel,66ms,3,565.6,0,cg
8,HF,rel,66ms,4,502.9,0,cg
8,HF,rel,66ms,5,545.1,0,cg
8,HF,rel,66ms,6,3702.6,1,cg
8,HF,rel,66ms,7,730.5,0,cg
8,HF,rel,66ms,8,854.9,0,cg
8,HF,rel,66ms,9,594.5,0,cg
8,HF,rel,66ms,10,652.8,1,cg
8,HF,rel,66ms,11,509.1,0,cg
8,HF,rel,66ms,12,705.4,0,cg
8,LF,rel,66ms,25,570.6,0,cg
8,LF,rel,66ms,26,788.4,0,cg
8,LF,rel,66ms,27,739.8,0,cg
8,LF,rel,66ms,28,497.4,0,cg
8,LF,rel,66ms,29,612.7,0,cg
8,LF,rel,66ms,30,1157.1,0,cg
8,LF,rel,66ms,31,1109.5,0,cg
8,LF,rel,66ms,32,931.9,0,cg
8,LF,rel,66ms,33,843.6,0,cg
8,LF,rel,66ms,34,550.9,0,cg
8,LF,rel,66ms,35,1157.1,0,cg
8,LF,rel,66ms,36,942.5,0,cg
8,HF,rel,33ms,13,640.2,0,cg
8,HF,rel,33ms,14,519.1,0,cg
8,HF,rel,33ms,15,601,0,cg
8,HF,rel,33ms,16,479.2,0,cg
8,HF,rel,33ms,17,587.6,0,cg
8,HF,rel,33ms,18,784.5,0,cg
8,HF,rel,33ms,19,866.7,0,cg
8,HF,rel,33ms,20,822.5,0,cg
8,HF,rel,33ms,21,552.8,0,cg
8,HF,rel,33ms,22,519.3,0,cg
8,HF,rel,33ms,23,590.8,0,cg
8,HF,rel,33ms,24,577.5,0,cg
8,LF,rel,33ms,37,757.5,0,cg
8,LF,rel,33ms,38,514,0,cg
8,LF,rel,33ms,39,580.3,0,cg
8,LF,rel,33ms,40,581.4,0,cg
8,LF,rel,33ms,41,1015.7,0,cg
8,LF,rel,33ms,42,955,0,cg
8,LF,rel,33ms,43,1073.8,0,cg
8,LF,rel,33ms,44,2165.7,1,cg
8,LF,rel,33ms,45,899.2,1,cg
8,LF,rel,33ms,46,618.9,0,cg
8,LF,rel,33ms,47,448.6,0,cg
8,LF,rel,33ms,48,869.2,0,cg
8,HF,unrel,66ms,49,596.7,0,cg
8,HF,unrel,66ms,50,608.4,0,cg
8,HF,unrel,66ms,51,530.5,0,cg
8,HF,unrel,66ms,52,742.7,0,cg
8,HF,unrel,66ms,53,715.1,0,cg
8,HF,unrel,66ms,54,1157.1,0,cg
8,HF,unrel,66ms,55,773.4,0,cg
8,HF,unrel,66ms,56,808.8,0,cg
8,HF,unrel,66ms,57,597,0,cg
8,HF,unrel,66ms,58,495.7,0,cg
8,HF,unrel,66ms,59,739,0,cg
8,HF,unrel,66ms,60,628.4,0,cg
8,LF,unrel,66ms,73,670.9,0,cg
8,LF,unrel,66ms,74,762.4,0,cg
8,LF,unrel,66ms,75,1329.5,1,cg
8,LF,unrel,66ms,76,854.7,0,cg
8,LF,unrel,66ms,77,702.5,0,cg
8,LF,unrel,66ms,78,1157.1,0,cg
8,LF,unrel,66ms,79,871.2,0,cg
8,LF,unrel,66ms,80,859.9,0,cg
8,LF,unrel,66ms,81,767.1,0,cg
8,LF,unrel,66ms,82,708.3,0,cg
8,LF,unrel,66ms,83,1052,0,cg
8,LF,unrel,66ms,84,789.3,0,cg
8,HF,unrel,33ms,61,725.3,0,cg
8,HF,unrel,33ms,62,673.5,0,cg
8,HF,unrel,33ms,63,617.4,0,cg
8,HF,unrel,33ms,64,685.6,0,cg
8,HF,unrel,33ms,65,671.4,0,cg
8,HF,unrel,33ms,66,1028.9,0,cg
8,HF,unrel,33ms,67,1140.3,0,cg
8,HF,unrel,33ms,68,784.8,0,cg
8,HF,unrel,33ms,69,711.8,0,cg
8,HF,unrel,33ms,70,660.3,0,cg
8,HF,unrel,33ms,71,795.8,1,cg
8,HF,unrel,33ms,72,643.3,0,cg
8,LF,unrel,33ms,85,782.3,0,cg
8,LF,unrel,33ms,86,535.6,0,cg
8,LF,unrel,33ms,87,647.6,0,cg
8,LF,unrel,33ms,88,673.5,0,cg
8,LF,unrel,33ms,89,827.8,0,cg
8,LF,unrel,33ms,90,1115.5,0,cg
8,LF,unrel,33ms,91,1153.6,0,cg
8,LF,unrel,33ms,92,871.3,0,cg
8,LF,unrel,33ms,93,799.4,0,cg
8,LF,unrel,33ms,94,761.6,0,cg
8,LF,unrel,33ms,95,565.6,0,cg
8,LF,unrel,33ms,96,846.3,0,cg
11,HF,rel,66ms,13,416.5,0,jw
11,HF,rel,66ms,14,397.9,0,jw
11,HF,rel,66ms,15,488.3,0,jw
11,HF,rel,66ms,16,426.4,0,jw
11,HF,rel,66ms,17,435.7,0,jw
11,HF,rel,66ms,18,379.2,0,jw
11,HF,rel,66ms,19,404.5,0,jw
11,HF,rel,66ms,20,337.3,0,jw
11,HF,rel,66ms,21,389.6,0,jw
11,HF,rel,66ms,22,460.4,0,jw
11,HF,rel,66ms,23,412.5,0,jw
11,HF,rel,66ms,24,478.1,0,jw
11,LF,rel,66ms,37,446.5,0,jw
11,LF,rel,66ms,38,438.3,0,jw
11,LF,rel,66ms,39,392.8,0,jw
11,LF,rel,66ms,40,516.5,0,jw
11,LF,rel,66ms,41,432.4,0,jw
11,LF,rel,66ms,42,396.3,0,jw
11,LF,rel,66ms,43,362.9,0,jw
11,LF,rel,66ms,44,428.3,0,jw
11,LF,rel,66ms,45,480,0,jw
11,LF,rel,66ms,46,444.9,0,jw
11,LF,rel,66ms,47,546,0,jw
11,LF,rel,66ms,48,581.4,0,jw
11,HF,rel,33ms,1,400.7,0,jw
11,HF,rel,33ms,2,395.8,0,jw
11,HF,rel,33ms,3,480.3,0,jw
11,HF,rel,33ms,4,393.6,0,jw
11,HF,rel,33ms,5,442.8,0,jw
11,HF,rel,33ms,6,507.9,0,jw
11,HF,rel,33ms,7,390.8,0,jw
11,HF,rel,33ms,8,455.2,0,jw
11,HF,rel,33ms,9,397.3,0,jw
11,HF,rel,33ms,10,415.5,0,jw
11,HF,rel,33ms,11,426.5,0,jw
11,HF,rel,33ms,12,484.1,0,jw
11,LF,rel,33ms,25,514.2,0,jw
11,LF,rel,33ms,26,422.6,0,jw
11,LF,rel,33ms,27,706.6,0,jw
11,LF,rel,33ms,28,432.3,0,jw
11,LF,rel,33ms,29,459.9,0,jw
11,LF,rel,33ms,30,494.6,0,jw
11,LF,rel,33ms,31,482,0,jw
11,LF,rel,33ms,32,495.9,0,jw
11,LF,rel,33ms,33,481.6,0,jw
11,LF,rel,33ms,34,383.5,0,jw
11,LF,rel,33ms,35,417.6,0,jw
11,LF,rel,33ms,36,706.6,0,jw
11,HF,unrel,66ms,61,468.4,0,jw
11,HF,unrel,66ms,62,454.1,0,jw
11,HF,unrel,66ms,63,444.8,0,jw
11,HF,unrel,66ms,64,439.2,0,jw
11,HF,unrel,66ms,65,470,0,jw
11,HF,unrel,66ms,66,706.6,0,jw
11,HF,unrel,66ms,67,569.8,0,jw
11,HF,unrel,66ms,68,504.6,0,jw
11,HF,unrel,66ms,69,706.6,0,jw
11,HF,unrel,66ms,70,561.7,0,jw
11,HF,unrel,66ms,71,706.6,0,jw
11,HF,unrel,66ms,72,496.1,0,jw
11,LF,unrel,66ms,85,547.9,0,jw
11,LF,unrel,66ms,86,470.7,0,jw
11,LF,unrel,66ms,87,421.2,0,jw
11,LF,unrel,66ms,88,534.4,0,jw
11,LF,unrel,66ms,89,462.1,0,jw
11,LF,unrel,66ms,90,757.6,1,jw
11,LF,unrel,66ms,91,409.1,0,jw
11,LF,unrel,66ms,92,430.8,0,jw
11,LF,unrel,66ms,93,591.1,0,jw
11,LF,unrel,66ms,94,547.9,0,jw
11,LF,unrel,66ms,95,429,0,jw
11,LF,unrel,66ms,96,542.3,0,jw
11,HF,unrel,33ms,49,410.1,0,jw
11,HF,unrel,33ms,50,422.1,0,jw
11,HF,unrel,33ms,51,435.1,0,jw
11,HF,unrel,33ms,52,444,0,jw
11,HF,unrel,33ms,53,390.2,0,jw
11,HF,unrel,33ms,54,677.9,0,jw
11,HF,unrel,33ms,55,454.5,0,jw
11,HF,unrel,33ms,56,447,0,jw
11,HF,unrel,33ms,57,455.4,0,jw
11,HF,unrel,33ms,58,391.9,0,jw
11,HF,unrel,33ms,59,419.7,0,jw
11,HF,unrel,33ms,60,413.3,0,jw
11,LF,unrel,33ms,73,412.2,0,jw
11,LF,unrel,33ms,74,468,0,jw
11,LF,unrel,33ms,75,642.6,0,jw
11,LF,unrel,33ms,76,534.3,0,jw
11,LF,unrel,33ms,77,441.7,0,jw
11,LF,unrel,33ms,78,561.4,0,jw
11,LF,unrel,33ms,79,548.7,0,jw
11,LF,unrel,33ms,80,460.6,0,jw
11,LF,unrel,33ms,81,706.6,0,jw
11,LF,unrel,33ms,82,602.1,0,jw
11,LF,unrel,33ms,83,576.4,1,jw
11,LF,unrel,33ms,84,568.3,0,jw
12,HF,rel,66ms,13,521.3,0,te
12,HF,rel,66ms,14,447.3,0,te
12,HF,rel,66ms,15,549.9,0,te
12,HF,rel,66ms,16,346.9,0,te
12,HF,rel,66ms,17,390.5,0,te
12,HF,rel,66ms,18,577.1,0,te
12,HF,rel,66ms,19,478.4,0,te
12,HF,rel,66ms,20,499.9,0,te
12,HF,rel,66ms,21,455.2,0,te
12,HF,rel,66ms,22,821.2,0,te
12,HF,rel,66ms,23,726.8,0,te
12,HF,rel,66ms,24,578.7,0,te
12,LF,rel,66ms,37,694.2,0,te
12,LF,rel,66ms,38,564.8,0,te
12,LF,rel,66ms,39,821.2,0,te
12,LF,rel,66ms,40,469.6,0,te
12,LF,rel,66ms,41,373.2,0,te
12,LF,rel,66ms,42,568.3,0,te
12,LF,rel,66ms,43,485.6,0,te
12,LF,rel,66ms,44,450.9,0,te
12,LF,rel,66ms,45,484.5,0,te
12,LF,rel,66ms,46,657.2,0,te
12,LF,rel,66ms,47,620.9,0,te
12,LF,rel,66ms,48,489,0,te
12,HF,rel,33ms,1,611.1,0,te
12,HF,rel,33ms,2,485.7,0,te
12,HF,rel,33ms,3,705.3,0,te
12,HF,rel,33ms,4,354,0,te
12,HF,rel,33ms,5,349.2,0,te
12,HF,rel,33ms,6,584.2,0,te
12,HF,rel,33ms,7,475.7,0,te
12,HF,rel,33ms,8,646.9,0,te
12,HF,rel,33ms,9,430.3,0,te
12,HF,rel,33ms,10,613.5,0,te
12,HF,rel,33ms,11,511.6,0,te
12,HF,rel,33ms,12,495.9,0,te
12,LF,rel,33ms,25,641.2,0,te
12,LF,rel,33ms,26,606.1,0,te
12,LF,rel,33ms,27,821.2,0,te
12,LF,rel,33ms,28,487.3,0,te
12,LF,rel,33ms,29,622.2,0,te
12,LF,rel,33ms,30,480,0,te
12,LF,rel,33ms,31,398.3,0,te
12,LF,rel,33ms,32,568,0,te
12,LF,rel,33ms,33,606.6,0,te
12,LF,rel,33ms,34,623.8,0,te
12,LF,rel,33ms,35,808.4,0,te
12,LF,rel,33ms,36,797.7,0,te
12,HF,unrel,66ms,61,571.1,0,te
12,HF,unrel,66ms,62,556.4,0,te
12,HF,unrel,66ms,63,677.8,0,te
12,HF,unrel,66ms,64,489.3,0,te
12,HF,unrel,66ms,65,503.4,0,te
12,HF,unrel,66ms,66,466.9,0,te
12,HF,unrel,66ms,67,511.6,0,te
12,HF,unrel,66ms,68,564,0,te
12,HF,unrel,66ms,69,435.1,0,te
12,HF,unrel,66ms,70,560.1,0,te
12,HF,unrel,66ms,71,578.5,0,te
12,HF,unrel,66ms,72,553.2,0,te
12,LF,unrel,66ms,85,509.4,0,te
12,LF,unrel,66ms,86,708.4,0,te
12,LF,unrel,66ms,87,821.2,0,te
12,LF,unrel,66ms,88,631.1,0,te
12,LF,unrel,66ms,89,505.7,0,te
12,LF,unrel,66ms,90,586.1,0,te
12,LF,unrel,66ms,91,523.8,0,te
12,LF,unrel,66ms,92,480.4,0,te
12,LF,unrel,66ms,93,632.3,0,te
12,LF,unrel,66ms,94,695.5,0,te
12,LF,unrel,66ms,95,591.8,0,te
12,LF,unrel,66ms,96,509.2,0,te
12,HF,unrel,33ms,49,605.2,0,te
12,HF,unrel,33ms,50,484.6,0,te
12,HF,unrel,33ms,51,646.7,0,te
12,HF,unrel,33ms,52,519.2,0,te
12,HF,unrel,33ms,53,551,0,te
12,HF,unrel,33ms,54,581.8,0,te
12,HF,unrel,33ms,55,587.1,0,te
12,HF,unrel,33ms,56,536.9,0,te
12,HF,unrel,33ms,57,466.4,0,te
12,HF,unrel,33ms,58,608.6,0,te
12,HF,unrel,33ms,59,821.2,0,te
12,HF,unrel,33ms,60,419.1,0,te
12,LF,unrel,33ms,73,604.3,0,te
12,LF,unrel,33ms,74,595.6,1,te
12,LF,unrel,33ms,75,884,1,te
12,LF,unrel,33ms,76,536.3,1,te
12,LF,unrel,33ms,77,439.6,0,te
12,LF,unrel,33ms,78,598.1,0,te
12,LF,unrel,33ms,79,618.8,0,te
12,LF,unrel,33ms,80,531.1,0,te
12,LF,unrel,33ms,81,775.3,0,te
12,LF,unrel,33ms,82,732.3,0,te
12,LF,unrel,33ms,83,467.3,1,te
12,LF,unrel,33ms,84,551.7,0,te
13,HF,rel,66ms,13,422,0,cd
13,HF,rel,66ms,14,410.2,0,cd
13,HF,rel,66ms,15,425.7,1,cd
13,HF,rel,66ms,16,345.9,0,cd
13,HF,rel,66ms,17,451,0,cd
13,HF,rel,66ms,18,670,0,cd
13,HF,rel,66ms,19,508.9,0,cd
13,HF,rel,66ms,20,396.8,0,cd
13,HF,rel,66ms,21,576.9,0,cd
13,HF,rel,66ms,22,457.1,0,cd
13,HF,rel,66ms,23,484.3,0,cd
13,HF,rel,66ms,24,426.2,0,cd
13,LF,rel,66ms,37,496.7,0,cd
13,LF,rel,66ms,38,496.4,0,cd
13,LF,rel,66ms,39,572.7,0,cd
13,LF,rel,66ms,40,401.4,1,cd
13,LF,rel,66ms,41,445.1,0,cd
13,LF,rel,66ms,42,705.1,0,cd
13,LF,rel,66ms,43,447.1,0,cd
13,LF,rel,66ms,44,433.4,0,cd
13,LF,rel,66ms,45,533.1,0,cd
13,LF,rel,66ms,46,395.1,0,cd
13,LF,rel,66ms,47,492,0,cd
13,LF,rel,66ms,48,575,0,cd
13,HF,rel,33ms,1,510.3,1,cd
13,HF,rel,33ms,2,403.1,0,cd
13,HF,rel,33ms,3,506.8,0,cd
13,HF,rel,33ms,4,427.1,0,cd
13,HF,rel,33ms,5,429.4,0,cd
13,HF,rel,33ms,6,553.5,0,cd
13,HF,rel,33ms,7,588.7,0,cd
13,HF,rel,33ms,8,530.9,0,cd
13,HF,rel,33ms,9,568.5,0,cd
13,HF,rel,33ms,10,496.7,0,cd
13,HF,rel,33ms,11,407,0,cd
13,HF,rel,33ms,12,562,1,cd
13,LF,rel,33ms,25,482.8,0,cd
13,LF,rel,33ms,26,568.1,0,cd
13,LF,rel,33ms,27,534.6,1,cd
13,LF,rel,33ms,28,513.3,0,cd
13,LF,rel,33ms,29,499.5,0,cd
13,LF,rel,33ms,30,534.2,0,cd
13,LF,rel,33ms,31,1069.5,1,cd
13,LF,rel,33ms,32,397,0,cd
13,LF,rel,33ms,33,468,0,cd
13,LF,rel,33ms,34,503.6,0,cd
13,LF,rel,33ms,35,705.1,0,cd
13,LF,rel,33ms,36,499.8,1,cd
13,HF,unrel,66ms,61,519.2,0,cd
13,HF,unrel,66ms,62,602.9,0,cd
13,HF,unrel,66ms,63,447.1,0,cd
13,HF,unrel,66ms,64,520.3,0,cd
13,HF,unrel,66ms,65,492,0,cd
13,HF,unrel,66ms,66,339.6,1,cd
13,HF,unrel,66ms,67,473.6,0,cd
13,HF,unrel,66ms,68,577.6,0,cd
13,HF,unrel,66ms,69,468.5,0,cd
13,HF,unrel,66ms,70,464.1,0,cd
13,HF,unrel,66ms,71,589.6,0,cd
13,HF,unrel,66ms,72,485.6,0,cd
13,LF,unrel,66ms,85,467.1,0,cd
13,LF,unrel,66ms,86,596.2,0,cd
13,LF,unrel,66ms,87,567.8,0,cd
13,LF,unrel,66ms,88,470.5,0,cd
13,LF,unrel,66ms,89,545,0,cd
13,LF,unrel,66ms,90,622.1,0,cd
13,LF,unrel,66ms,91,462.7,0,cd
13,LF,unrel,66ms,92,517.9,0,cd
13,LF,unrel,66ms,93,520.4,0,cd
13,LF,unrel,66ms,94,566.5,0,cd
13,LF,unrel,66ms,95,503.9,0,cd
13,LF,unrel,66ms,96,564.3,0,cd
13,HF,unrel,33ms,49,623.3,0,cd
13,HF,unrel,33ms,50,526.8,0,cd
13,HF,unrel,33ms,51,557.4,0,cd
13,HF,unrel,33ms,52,493.2,0,cd
13,HF,unrel,33ms,53,416.9,0,cd
13,HF,unrel,33ms,54,649.8,0,cd
13,HF,unrel,33ms,55,495.3,0,cd
13,HF,unrel,33ms,56,479.4,0,cd
13,HF,unrel,33ms,57,512.6,0,cd
13,HF,unrel,33ms,58,1006.5,1,cd
13,HF,unrel,33ms,59,444.9,0,cd
13,HF,unrel,33ms,60,429.2,0,cd
13,LF,unrel,33ms,73,456.9,0,cd
13,LF,unrel,33ms,74,469.8,1,cd
13,LF,unrel,33ms,75,460.9,1,cd
13,LF,unrel,33ms,76,632.5,1,cd
13,LF,unrel,33ms,77,548.2,0,cd
13,LF,unrel,33ms,78,613.2,0,cd
13,LF,unrel,33ms,79,621.4,0,cd
13,LF,unrel,33ms,80,426.6,0,cd
13,LF,unrel,33ms,81,705.1,0,cd
13,LF,unrel,33ms,82,510,0,cd
13,LF,unrel,33ms,83,577,1,cd
13,LF,unrel,33ms,84,441.5,1,cd
14,HF,rel,66ms,13,492.5,0,jc
14,HF,rel,66ms,14,450.8,0,jc
14,HF,rel,66ms,15,489,0,jc
14,HF,rel,66ms,16,363.3,0,jc
14,HF,rel,66ms,17,510.5,1,jc
14,HF,rel,66ms,18,401.1,0,jc
14,HF,rel,66ms,19,426.6,0,jc
14,HF,rel,66ms,20,458.1,0,jc
14,HF,rel,66ms,21,503.6,0,jc
14,HF,rel,66ms,22,489.1,0,jc
14,HF,rel,66ms,23,496.5,0,jc
14,HF,rel,66ms,24,399.7,0,jc
14,LF,rel,66ms,37,428.5,0,jc
14,LF,rel,66ms,38,789.6,0,jc
14,LF,rel,66ms,39,550.4,0,jc
14,LF,rel,66ms,40,630.2,0,jc
14,LF,rel,66ms,41,557.2,0,jc
14,LF,rel,66ms,42,488.1,0,jc
14,LF,rel,66ms,43,587.1,0,jc
14,LF,rel,66ms,44,481.8,0,jc
14,LF,rel,66ms,45,578.6,0,jc
14,LF,rel,66ms,46,546.2,0,jc
14,LF,rel,66ms,47,501.5,0,jc
14,LF,rel,66ms,48,480.4,0,jc
14,HF,rel,33ms,1,448.9,0,jc
14,HF,rel,33ms,2,760.4,0,jc
14,HF,rel,33ms,3,598.3,0,jc
14,HF,rel,33ms,4,548,0,jc
14,HF,rel,33ms,5,499.6,0,jc
14,HF,rel,33ms,6,461.7,0,jc
14,HF,rel,33ms,7,443.4,0,jc
14,HF,rel,33ms,8,454.1,0,jc
14,HF,rel,33ms,9,596.5,0,jc
14,HF,rel,33ms,10,603.6,0,jc
14,HF,rel,33ms,11,489.2,0,jc
14,HF,rel,33ms,12,460.7,0,jc
14,LF,rel,33ms,25,507.6,0,jc
14,LF,rel,33ms,26,582.7,0,jc
14,LF,rel,33ms,27,600.9,1,jc
14,LF,rel,33ms,28,476.3,0,jc
14,LF,rel,33ms,29,377.4,0,jc
14,LF,rel,33ms,30,519,0,jc
14,LF,rel,33ms,31,352,0,jc
14,LF,rel,33ms,32,505.1,0,jc
14,LF,rel,33ms,33,573.5,0,jc
14,LF,rel,33ms,34,766,0,jc
14,LF,rel,33ms,35,574.9,0,jc
14,LF,rel,33ms,36,586.4,1,jc
14,HF,unrel,66ms,61,480.1,0,jc
14,HF,unrel,66ms,62,515.5,0,jc
14,HF,unrel,66ms,63,433.7,0,jc
14,HF,unrel,66ms,64,538.2,0,jc
14,HF,unrel,66ms,65,580.9,0,jc
14,HF,unrel,66ms,66,789.6,0,jc
14,HF,unrel,66ms,67,581.3,0,jc
14,HF,unrel,66ms,68,405.7,0,jc
14,HF,unrel,66ms,69,554.2,0,jc
14,HF,unrel,66ms,70,472.4,0,jc
14,HF,unrel,66ms,71,566.8,0,jc
14,HF,unrel,66ms,72,596.8,0,jc
14,LF,unrel,66ms,85,512.9,0,jc
14,LF,unrel,66ms,86,501.7,0,jc
14,LF,unrel,66ms,87,653.1,0,jc
14,LF,unrel,66ms,88,556.2,0,jc
14,LF,unrel,66ms,89,477.9,0,jc
14,LF,unrel,66ms,90,789.6,0,jc
14,LF,unrel,66ms,91,543,0,jc
14,LF,unrel,66ms,92,445.6,0,jc
14,LF,unrel,66ms,93,535.2,0,jc
14,LF,unrel,66ms,94,467.5,0,jc
14,LF,unrel,66ms,95,582.9,0,jc
14,LF,unrel,66ms,96,554.9,0,jc
14,HF,unrel,33ms,49,498.4,0,jc
14,HF,unrel,33ms,50,647.7,1,jc
14,HF,unrel,33ms,51,672.7,0,jc
14,HF,unrel,33ms,52,481,0,jc
14,HF,unrel,33ms,53,406.9,0,jc
14,HF,unrel,33ms,54,487.9,0,jc
14,HF,unrel,33ms,55,465.2,0,jc
14,HF,unrel,33ms,56,419.4,0,jc
14,HF,unrel,33ms,57,682.6,0,jc
14,HF,unrel,33ms,58,495.1,0,jc
14,HF,unrel,33ms,59,710.4,0,jc
14,HF,unrel,33ms,60,416.4,0,jc
14,LF,unrel,33ms,73,518,0,jc
14,LF,unrel,33ms,74,520.7,0,jc
14,LF,unrel,33ms,75,764.5,1,jc
14,LF,unrel,33ms,76,719.8,0,jc
14,LF,unrel,33ms,77,643.8,0,jc
14,LF,unrel,33ms,78,496.9,0,jc
14,LF,unrel,33ms,79,477.4,0,jc
14,LF,unrel,33ms,80,405.9,0,jc
14,LF,unrel,33ms,81,789.6,0,jc
14,LF,unrel,33ms,82,648.8,0,jc
14,LF,unrel,33ms,83,622.3,0,jc
14,LF,unrel,33ms,84,789.6,0,jc
15,HF,rel,66ms,13,512.6,0,mh
15,HF,rel,66ms,14,409.6,0,mh
15,HF,rel,66ms,15,540.9,0,mh
15,HF,rel,66ms,16,431.3,0,mh
15,HF,rel,66ms,17,450.9,0,mh
15,HF,rel,66ms,18,474,0,mh
15,HF,rel,66ms,19,424.9,1,mh
15,HF,rel,66ms,20,331.9,0,mh
15,HF,rel,66ms,21,533.6,0,mh
15,HF,rel,66ms,22,644.5,0,mh
15,HF,rel,66ms,23,425.5,0,mh
15,HF,rel,66ms,24,402.3,1,mh
15,LF,rel,66ms,37,554.8,0,mh
15,LF,rel,66ms,38,519.7,0,mh
15,LF,rel,66ms,39,652.4,0,mh
15,LF,rel,66ms,40,542.8,0,mh
15,LF,rel,66ms,41,494.5,0,mh
15,LF,rel,66ms,42,444.8,0,mh
15,LF,rel,66ms,43,422.6,0,mh
15,LF,rel,66ms,44,411.1,0,mh
15,LF,rel,66ms,45,559.5,0,mh
15,LF,rel,66ms,46,416.1,0,mh
15,LF,rel,66ms,47,500.2,0,mh
15,LF,rel,66ms,48,442.5,0,mh
15,HF,rel,33ms,1,493.2,0,mh
15,HF,rel,33ms,2,447.3,0,mh
15,HF,rel,33ms,3,496.9,0,mh
15,HF,rel,33ms,4,476,0,mh
15,HF,rel,33ms,5,444.4,1,mh
15,HF,rel,33ms,6,380.3,0,mh
15,HF,rel,33ms,7,486.8,0,mh
15,HF,rel,33ms,8,372.7,0,mh
15,HF,rel,33ms,9,653.8,0,mh
15,HF,rel,33ms,10,363.6,0,mh
15,HF,rel,33ms,11,551.9,0,mh
15,HF,rel,33ms,12,472.3,1,mh
15,LF,rel,33ms,25,401.9,0,mh
15,LF,rel,33ms,26,442.4,0,mh
15,LF,rel,33ms,27,342.2,0,mh
15,LF,rel,33ms,28,533.2,0,mh
15,LF,rel,33ms,29,553.4,0,mh
15,LF,rel,33ms,30,610.7,0,mh
